Province,District,Party Number,Party Name,List number?,Candidate Name,Valid Votes,Candidate Rank,Total votes,page_number,table_number
Aceh,2,24,,Partai Ummat,,"1,490",,,16,3
Aceh,2,,,1,Drs. SAID DJAMALUL ABIDIN,"2,356",I,,16,3
Aceh,2,,,2,"M. ARIS, S.Pd.","1,482",II,,16,3
Aceh,2,,,3,YUSNILAWATI,748,IV,,16,3
Aceh,2,,,4,"MUHAMMAD YUSUF, S.E.","1,040",III,,16,3
Aceh,2,,,5,CUT YUMA ASMAHATI,233,VI,,16,3
Aceh,2,,,6,"Drs. SAID SADIKIN, M.M.",389,V,,16,3
Aceh,2,TOTAL SUARA,,,,"7,738",,,16,3
Sumatera Utara ,1,NO.,,URAIAN,,,,,17,1
Sumatera Utara ,1,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,17,1
Sumatera Utara ,1,1,,2,,3,4,,17,1
Sumatera Utara ,1,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,17,1
Sumatera Utara ,1,1,,Partai Kebangkitan Bangsa,,"31,831",,,17,1
Sumatera Utara ,1,,,1,ASHARI TAMBUNAN,"134,226",I,,17,1
Sumatera Utara ,1,,,2,"SURYANI PASKAH, S.Sos.","4,911",IV,,17,1
Sumatera Utara ,1,,,3,"SYAHRIANTO, S.H.","9,064",II,,17,1
Sumatera Utara ,1,,,4,RANIA ADIBA DASOPANG,"8,190",III,,17,1
Sumatera Utara ,1,,,5,MIKHAEL BENYAMIN SINAGA,"2,657",VI,,17,1
Sumatera Utara ,1,,,6,BURHANUDDIN,"3,477",V,,17,1
Sumatera Utara ,1,,,7,MULYADI HARTONO,"2,539",VII,,17,1
Sumatera Utara ,1,,,8,"ROBAH MAHZUNI, S.I.Kom.",603,IX,,17,1
Sumatera Utara ,1,,,9,IVANA,355,X,,17,1
Sumatera Utara ,1,,,10,TOMMY TANTAWI TAN,"1,763",VIII,,17,1
Sumatera Utara ,1,TOTAL SUARA,,,,"199,616",,,17,1
Sumatera Utara ,1,NO.,,URAIAN,,,,,17,2
Sumatera Utara ,1,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,17,2
Sumatera Utara ,1,1,,2,,3,4,,17,2
Sumatera Utara ,1,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,17,2
Sumatera Utara ,1,2,,Partai Gerakan Indonesia Raya,,"62,846",,,17,2
Sumatera Utara ,1,,,1,"ROMO H. R. MUHAMMAD SYAFII, S.H., M.Hum.","46,193",III,,17,2
Sumatera Utara ,1,,,2,ADE JONA PRASETYO,"136,085",I,,17,2
Sumatera Utara ,1,,,3,NONA GAYATRI NASUTION,"6,328",VII,,17,2
Sumatera Utara ,1,,,4,"M. HUSNI, S.E., M.M.","61,622",II,,17,2
Sumatera Utara ,1,,,5,MARTIN H. HUTABARAT,"7,750",V,,17,2
Sumatera Utara ,1,,,6,"AGUS SULISTYANINGSIH, S.Sos., M.A.P.","4,419",IX,,17,2
Sumatera Utara ,1,,,7,"RUSLIM ROHIMUN SEMBIRING, S.E.","7,543",VI,,17,2
Sumatera Utara ,1,,,8,"V. CONGGO MELIALA, S.E.","10,383",IV,,17,2
Sumatera Utara ,1,,,9,SARAH SABIRA,"2,545",X,,17,2
Sumatera Utara ,1,,,10,ALIM NUR NASUTION,"4,868",VIII,,17,2
Sumatera Utara ,1,TOTAL SUARA,,,,"350,582",,,17,2
Sumatera Utara ,1,NO.,,URAIAN,,,,,18,1
Sumatera Utara ,1,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,18,1
Sumatera Utara ,1,1,,2,,3,4,,18,1
Sumatera Utara ,1,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,18,1
Sumatera Utara ,1,3,,Partai Demokrasi Indonesia Perjuangan,,"51,031",,,18,1
Sumatera Utara ,1,,,1,"Prof. Dr. YASONNA H. LAOLY, S.H., M.Sc.","83,045",II,,18,1
Sumatera Utara ,1,,,2,Dr. SOFYAN TAN,"279,334",I,,18,1
Sumatera Utara ,1,,,3,SRI MULYANI,"14,936",IV,,18,1
Sumatera Utara ,1,,,4,"RUHUT POLTAK SITOMPUL, S.H.","14,551",VI,,18,1
Sumatera Utara ,1,,,5,"Drs. H. MUKTAR EFENDI HARAHAP, M.S.P.","14,782",V,,18,1
Sumatera Utara ,1,,,6,ANDIYANAH,"1,504",IX,,18,1
Sumatera Utara ,1,,,7,"St. IRWAN TONGARI SIANTURI, S.E., M.Si.","3,155",VIII,,18,1
Sumatera Utara ,1,,,8,SUGIANTO MAKMUR,"13,165",VII,,18,1
Sumatera Utara ,1,,,9,YORDANINGSIH,666,X,,18,1
Sumatera Utara ,1,,,10,PAUL BAJA MARUDUT SIAHAAN,"51,912",III,,18,1
Sumatera Utara ,1,TOTAL SUARA,,,,"528,081",,,18,1
Sumatera Utara ,1,NO.,,URAIAN,,,,,18,2
Sumatera Utara ,1,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,18,2
Sumatera Utara ,1,1,,2,,3,4,,18,2
Sumatera Utara ,1,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,18,2
Sumatera Utara ,1,4,,Partai Golongan Karya,,"39,957",,,18,2
Sumatera Utara ,1,,,1,H. MUSA RAJEKSHAH,"190,990",I,,18,2
Sumatera Utara ,1,,,2,MEUTYA HAFID,"147,004",II,,18,2
Sumatera Utara ,1,,,3,HASRUL BENNY HARAHAP,"29,353",IV,,18,2
Sumatera Utara ,1,,,4,"CHATRINE ANGELLA TJUATJA, S.E.","6,028",V,,18,2
Sumatera Utara ,1,,,5,"Kombes. Pol. (Purn.) Dr. MARULI SIAHAAN, S.H., M.H.","36,530",III,,18,2
Sumatera Utara ,1,,,6,"H. A. YASYIR RIDHO LOEBIS, M.S.P.","4,887",VI,,18,2
Sumatera Utara ,1,,,7,"ROBINSAR SINAGA, S.E., Ak., CA.","4,755",VII,,18,2
Sumatera Utara ,1,,,8,"Dr. Drs. SONNY WESTERLING MANALU, M.M.","4,016",VIII,,18,2
Sumatera Utara ,1,,,9,"FAUJIAH NUR, S.E.","1,856",X,,18,2
Sumatera Utara ,1,,,10,SULTAN PASHA DJORGHI,"2,534",IX,,18,2
Sumatera Utara ,1,TOTAL SUARA,,,,"467,910",,,18,2
Sumatera Utara ,1,NO.,,URAIAN,,,,,19,1
Sumatera Utara ,1,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,19,1
Sumatera Utara ,1,1,,2,,3,4,,19,1
Sumatera Utara ,1,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,19,1
Sumatera Utara ,1,5,,Partai NasDem,,"29,258",,,19,1
Sumatera Utara ,1,,,1,PRANANDA SURYA PALOH,"103,019",I,,19,1
Sumatera Utara ,1,,,2,"EDWIN PAMIMPIN SITUMORANG, S.H., M.H.","43,647",II,,19,1
Sumatera Utara ,1,,,3,"LATIFAH HANUM SOFYAN, S.E.","4,074",VI,,19,1
Sumatera Utara ,1,,,4,"Drs. H. RAHUDMAN HARAHAP, M.M.","12,120",IV,,19,1
Sumatera Utara ,1,,,5,"H. ABDILLAH, S.E., Ak., M.B.A.","23,338",III,,19,1
Sumatera Utara ,1,,,6,"FILZAH, S.H.",974,IX,,19,1
Sumatera Utara ,1,,,7,Komjen. Pol. (Purn.) OEGROSENO,"2,101",VII,,19,1
Sumatera Utara ,1,,,8,Ir. H. SOEKIRMAN,"5,125",V,,19,1
Sumatera Utara ,1,,,9,IKA MANDASARI,524,X,,19,1
Sumatera Utara ,1,,,10,"H. SYARWANI, S.H.","1,744",VIII,,19,1
Sumatera Utara ,1,TOTAL SUARA,,,,"225,924",,,19,1
Sumatera Utara ,1,NO.,,URAIAN,,,,,19,2
Sumatera Utara ,1,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,19,2
Sumatera Utara ,1,1,,2,,3,4,,19,2
Sumatera Utara ,1,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,19,2
Sumatera Utara ,1,6,,Partai Buruh,,"3,537",,,19,2
Sumatera Utara ,1,,,1,Drs. Henry Saragih,"4,497",I,,19,2
Sumatera Utara ,1,,,2,"Dra. INDAH SARI BR KARO, M.Hum.","1,289",III,,19,2
Sumatera Utara ,1,,,3,"Anggiat Pasaribu, S.T.","2,295",II,,19,2
Sumatera Utara ,1,,,4,"GOLAN BP HASIBUAN, S.H.",824,VI,,19,2
Sumatera Utara ,1,,,5,Devy armita,"1,022",V,,19,2
Sumatera Utara ,1,,,6,"Muhammad Syawal Harahap, S.I.P.","1,025",IV,,19,2
Sumatera Utara ,1,,,7,Paulus Sihaloho,511,VII,,19,2
Sumatera Utara ,1,,,8,Mardiyah,259,IX,,19,2
Sumatera Utara ,1,,,9,Ridwan Panjaitan,391,VIII,,19,2
Sumatera Utara ,1,,,10,Akhmad Fala Qurrohman,236,X,,19,2
Sumatera Utara ,1,TOTAL SUARA,,,,"15,886",,,19,2
Sumatera Utara ,1,NO.,,URAIAN,,,,,20,1
Sumatera Utara ,1,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,20,1
Sumatera Utara ,1,1,,2,,3,4,,20,1
Sumatera Utara ,1,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,20,1
Sumatera Utara ,1,7,,Partai Gelombang Rakyat Indonesia,,"4,784",,,20,1
Sumatera Utara ,1,,,1,"H. MUHAMMAD HAFEZ, Lc. , M.A.","4,558",I,,20,1
Sumatera Utara ,1,,,2,"H. SATRYA YUDHA WIBOWO, S.T., M.M.","1,491",II,,20,1
Sumatera Utara ,1,,,3,"LISA ARFIANTI, S.Psi.",629,V,,20,1
Sumatera Utara ,1,,,4,MUHAMMAD YUSUF FAHMI,"1,042",III,,20,1
Sumatera Utara ,1,,,5,RAMADHAN SYAHPUTRA,619,VI,,20,1
Sumatera Utara ,1,,,6,FIZA HAIRUNA,366,VII,,20,1
Sumatera Utara ,1,,,7,AKHMAD FAUZI NASUTION,844,IV,,20,1
Sumatera Utara ,1,,,8,"HERMANSYAH HARAHAP, S.S.",335,VIII,,20,1
Sumatera Utara ,1,,,9,"POPO ORIZA, Bd.",102,X,,20,1
Sumatera Utara ,1,,,10,FANOTONA WARUWU,199,,,20,1
Sumatera Utara ,1,TOTAL SUARA,,,,"14,969",,,20,1
Sumatera Utara ,1,NO.,,URAIAN,,,,,20,2
Sumatera Utara ,1,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,20,2
Sumatera Utara ,1,1,,2,,3,4,,20,2
Sumatera Utara ,1,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,20,2
Sumatera Utara ,1,8,,Partai Keadilan Sejahtera,,"60,708",,,20,2
Sumatera Utara ,1,,,1,Ir. H. TIFATUL SEMBIRING,"92,704",I,,20,2
Sumatera Utara ,1,,,2,"H. HIDAYATULLAH, S.E.","85,779",II,,20,2
Sumatera Utara ,1,,,3,"NURAZIZAH, S.S.","8,012",VII,,20,2
Sumatera Utara ,1,,,4,FIRDAUS FADWA,"9,835",V,,20,2
Sumatera Utara ,1,,,5,"Prof. Dr. EDIWARMAN, S.H., M.Hum.","9,168",VI,,20,2
Sumatera Utara ,1,,,6,ALWEEN ONG,"5,360",IX,,20,2
Sumatera Utara ,1,,,7,"Dr. H. HASNAN SYARIEF PANGGABEAN, M.Pd.","5,471",VIII,,20,2
Sumatera Utara ,1,,,8,"JUNAIDI PARAPAT, S.E.","13,917",IV,,20,2
Sumatera Utara ,1,,,9,"SRI RAHAYU, S.S.","3,221",X,,20,2
Sumatera Utara ,1,,,10,"USTADZ ZULFAHMI HASIBUAN, S.Pd.I., M.Pd.","26,433",,,20,2
Sumatera Utara ,1,TOTAL SUARA,,,,"320,608",,,20,2
Sumatera Utara ,1,NO.,,URAIAN,,,,,21,1
Sumatera Utara ,1,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,21,1
Sumatera Utara ,1,1,,2,,3,4,,21,1
Sumatera Utara ,1,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,21,1
Sumatera Utara ,1,9,,Partai Kebangkitan Nusantara,,"1,149",,,21,1
Sumatera Utara ,1,,,1,"DENNY SITUMORANG, S.E., M.Th.",687,I,,21,1
Sumatera Utara ,1,,,2,"SUPRAPTO, S.H.",220,III,,21,1
Sumatera Utara ,1,,,3,"SIMON BUDI SATRIA UTAMA PANGGABEAN, S.H.",376,II,,21,1
Sumatera Utara ,1,,,4,JURAINI,153,VI,,21,1
Sumatera Utara ,1,,,5,SULAIMAN,172,V,,21,1
Sumatera Utara ,1,,,6,ROBY YUSUF BEKULIU,66,VII,,21,1
Sumatera Utara ,1,,,7,HENDRI,184,IV,,21,1
Sumatera Utara ,1,,,,,,,,21,1
Sumatera Utara ,1,,,,,,,,21,1
Sumatera Utara ,1,,,,,,,,21,1
Sumatera Utara ,1,TOTAL SUARA,,,,"3,007",,,21,1
Sumatera Utara ,1,NO.,,URAIAN,,,,,21,2
Sumatera Utara ,1,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,21,2
Sumatera Utara ,1,1,,2,,3,4,,21,2
Sumatera Utara ,1,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,21,2
Sumatera Utara ,1,10,,Partai Hati Nurani Rakyat,,"9,843",,,21,2
Sumatera Utara ,1,,,1,KODRAT SHAH,0,X,,21,2
Sumatera Utara ,1,,,2,"SAUT TULUS LEONARD SITUMORANG, S.H., M.H.","2,244",I,,21,2
Sumatera Utara ,1,,,3,ADE SILVI PUSPA SARI,"1,065",III,,21,2
Sumatera Utara ,1,,,4,YUSUF PAHOTAN SITOHANG,"1,140",II,,21,2
Sumatera Utara ,1,,,5,"Drs. A.I.M NABABAN, M.M.",753,VI,,21,2
Sumatera Utara ,1,,,6,RENNY FATMA SARI,589,VII,,21,2
Sumatera Utara ,1,,,7,RUDIYANTO,779,IV,,21,2
Sumatera Utara ,1,,,8,RIANTO,539,VIII,,21,2
Sumatera Utara ,1,,,9,"YULIKA HASANAH, S.Sos.",207,IX,,21,2
Sumatera Utara ,1,,,10,"SIGIT PRAWIRO, S.Kom.",773,,,21,2
Sumatera Utara ,1,TOTAL SUARA,,,,"17,932",,,21,2
Sumatera Utara ,1,NO.,,URAIAN,,,,,22,1
Sumatera Utara ,1,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,22,1
Sumatera Utara ,1,1,,2,,3,4,,22,1
Sumatera Utara ,1,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,22,1
Sumatera Utara ,1,11,,Partai Garda Republik Indonesia,,"1,431",,,22,1
Sumatera Utara ,1,,,1,FAISAL,"1,464",I,,22,1
Sumatera Utara ,1,,,2,TISSA AYUNINGTYAS BATUBARA,407,III,,22,1
Sumatera Utara ,1,,,3,MHD. HANAFI,456,II,,22,1
Sumatera Utara ,1,,,4,NANANG SETYAWAN,274,V,,22,1
Sumatera Utara ,1,,,5,HINDUN SAHARA,178,VI,,22,1
Sumatera Utara ,1,,,6,MUHAMAD AFRIZAL,282,IV,,22,1
Sumatera Utara ,1,,,7,ANA SUPRIYANA,112,IX,,22,1
Sumatera Utara ,1,,,8,AYU ISLAH,166,VII,,22,1
Sumatera Utara ,1,,,9,MUHAMMAD YUDHA ANDITA,134,VIII,,22,1
Sumatera Utara ,1,,,10,NILAM OKTAVIANI,103,,,22,1
Sumatera Utara ,1,TOTAL SUARA,,,,"5,007",,,22,1
Sumatera Utara ,1,NO.,,URAIAN,,,,,22,2
Sumatera Utara ,1,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,22,2
Sumatera Utara ,1,1,,2,,3,4,,22,2
Sumatera Utara ,1,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,22,2
Sumatera Utara ,1,12,,Partai Amanat Nasional,,"16,660",,,22,2
Sumatera Utara ,1,,,1,"MULFACHRI HARAHAP, S.H., M.H.","43,084",I,,22,2
Sumatera Utara ,1,,,2,IBRAHIM SAKTI BATUBARA,"10,394",III,,22,2
Sumatera Utara ,1,,,3,MARIATUN,"1,707",VIII,,22,2
Sumatera Utara ,1,,,4,"DEDY IRAWAN, S.P., M.Si.","19,016",II,,22,2
Sumatera Utara ,1,,,5,"H. UCU KOHAR, S.H., M.H.","2,815",VI,,22,2
Sumatera Utara ,1,,,6,"YOLANDARI GUSTIRA, S.A.P.",768,IX,,22,2
Sumatera Utara ,1,,,7,"Dr. H. FERRY MUHAMMADSYAH SIREGAR, Lc., M.A.","2,862",V,,22,2
Sumatera Utara ,1,,,8,"Drs. H. BURHANUDIN, M.Ag.","2,360",VII,,22,2
Sumatera Utara ,1,,,9,"GHITA AFRILIANI, S.Pd.",632,X,,22,2
Sumatera Utara ,1,,,10,"Dr. H. IHSAN RAMBE, S.E., M.Si.","8,009",IV,,22,2
Sumatera Utara ,1,TOTAL SUARA,,,,"108,307",,,22,2
Sumatera Utara ,1,NO.,,URAIAN,,,,,23,1
Sumatera Utara ,1,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,23,1
Sumatera Utara ,1,1,,2,,3,4,,23,1
Sumatera Utara ,1,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,23,1
Sumatera Utara ,1,13,,Partai Bulan Bintang,,"2,130",,,23,1
Sumatera Utara ,1,,,1,"Dr. Drs. ALI AMRAN TANJUNG, S.H., M.Hum.","2,501",I,,23,1
Sumatera Utara ,1,,,2,FERA NOVITA FAHRUDDIN,"1,138",II,,23,1
Sumatera Utara ,1,,,3,IMAM SUHERIADI,611,III,,23,1
Sumatera Utara ,1,,,4,NURDINA SARI,412,V,,23,1
Sumatera Utara ,1,,,5,ZUL EFENDI GULTOM,547,IV,,23,1
Sumatera Utara ,1,,,6,DIVA PRATAMA,156,VI,,23,1
Sumatera Utara ,1,,,,,,,,23,1
Sumatera Utara ,1,,,,,,,,23,1
Sumatera Utara ,1,,,,,,,,23,1
Sumatera Utara ,1,,,,,,,,23,1
Sumatera Utara ,1,TOTAL SUARA,,,,"7,495",,,23,1
Sumatera Utara ,1,NO.,,URAIAN,,,,,23,2
Sumatera Utara ,1,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,23,2
Sumatera Utara ,1,1,,2,,3,4,,23,2
Sumatera Utara ,1,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,23,2
Sumatera Utara ,1,14,,Partai Demokrat,,"20,671",,,23,2
Sumatera Utara ,1,,,1,"MUHAMMAD LOKOT NASUTION, S.T.","56,688",I,,23,2
Sumatera Utara ,1,,,2,"Drs. HENDRIK H. SITOMPUL, M.M.","51,341",II,,23,2
Sumatera Utara ,1,,,3,"FREE AGUSTINA P. SINAGA, S.Psi., M.Kes.","3,441",VI,,23,2
Sumatera Utara ,1,,,4,"Drs. HERRI ZULKARNAIN, S.H., M.Si.","11,932",III,,23,2
Sumatera Utara ,1,,,5,YAN A. HARAHAP,"3,166",VII,,23,2
Sumatera Utara ,1,,,6,dr. PINA YANTI PAKPAHAN,"1,535",VIII,,23,2
Sumatera Utara ,1,,,7,"Drs. PARLINDUNGAN, S.E., M.M.","3,501",V,,23,2
Sumatera Utara ,1,,,8,"H. BURHANUDDIN SIREGAR, S.E., M.IP.","4,828",IV,,23,2
Sumatera Utara ,1,,,9,"DORMAULI SILALAHI, S.H., M.H.",974,X,,23,2
Sumatera Utara ,1,,,10,"Dr. ALI YUSRAN GEA, S.H., M.Kn., M.H.","1,410",IX,,23,2
Sumatera Utara ,1,TOTAL SUARA,,,,"159,487",,,23,2
Sumatera Utara ,1,NO.,,URAIAN,,,,,24,1
Sumatera Utara ,1,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,24,1
Sumatera Utara ,1,1,,2,,3,4,,24,1
Sumatera Utara ,1,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,24,1
Sumatera Utara ,1,15,,Partai Solidaritas Indonesia,,"16,400",,,24,1
Sumatera Utara ,1,,,1,"Mohd Nezar Djoeli, S.T.","10,122",I,,24,1
Sumatera Utara ,1,,,2,MHD RICKY PANGERAN SIREGAR,"2,858",IV,,24,1
Sumatera Utara ,1,,,3,T. CEICILIA EDI,"2,701",VI,,24,1
Sumatera Utara ,1,,,4,"DEMERCIS SIHOTANG, S.E., M.Th.","2,816",V,,24,1
Sumatera Utara ,1,,,5,"IMELDA MONTES MONIKA SIMANUNGKALIT, S.Si.","2,369",VIII,,24,1
Sumatera Utara ,1,,,6,Ir. RONY TUAH PURBA,"7,071",II,,24,1
Sumatera Utara ,1,,,7,"Sofyan Santo Petrus Simbolon, S.Ked.","4,218",III,,24,1
Sumatera Utara ,1,,,8,"RIDYARD D.S MARBUN, S.T.","1,211",X,,24,1
Sumatera Utara ,1,,,9,"MARTHA CHRISTINA, S.T.","2,452",VII,,24,1
Sumatera Utara ,1,,,10,Ir. BONATUA SIHOMBING,"2,358",IX,,24,1
Sumatera Utara ,1,TOTAL SUARA,,,,"54,576",,,24,1
Sumatera Utara ,1,NO.,,URAIAN,,,,,24,2
Sumatera Utara ,1,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,24,2
Sumatera Utara ,1,1,,2,,3,4,,24,2
Sumatera Utara ,1,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,24,2
Sumatera Utara ,1,16,,PARTAI PERINDO,,"3,710",,,24,2
Sumatera Utara ,1,,,1,"Dr. Ir. H. TENGKU ERRY NURADI, M.Si.","10,629",I,,24,2
Sumatera Utara ,1,,,2,"Mayjen. TNI (Purn.) VICTOR H. SIMATUPANG, M.Bus.","1,409",IV,,24,2
Sumatera Utara ,1,,,3,LYSIA JESSICA,853,VI,,24,2
Sumatera Utara ,1,,,4,SAMUEL HARTONO TANOESOEDIBJO,880,V,,24,2
Sumatera Utara ,1,,,5,"Mayjen. TNI (Purn.) KAREV MARPAUNG, S.Sos., M.M.","2,304",III,,24,2
Sumatera Utara ,1,,,6,MARIANA SIALLAGAN,441,VII,,24,2
Sumatera Utara ,1,,,7,MARNIX SAHATA HUTABARAT,"2,820",II,,24,2
Sumatera Utara ,1,,,8,THE JENNY,279,VIII,,24,2
Sumatera Utara ,1,,,9,HENDRA ETENG,134,IX,,24,2
Sumatera Utara ,1,,,10,DIAN FAJRUL,130,X,,24,2
Sumatera Utara ,1,TOTAL SUARA,,,,"23,589",,,24,2
Sumatera Utara ,1,NO.,,URAIAN,,,,,25,1
Sumatera Utara ,1,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,25,1
Sumatera Utara ,1,1,,2,,3,4,,25,1
Sumatera Utara ,1,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,25,1
Sumatera Utara ,1,17,,Partai Persatuan Pembangunan,,"9,698",,,25,1
Sumatera Utara ,1,,,1,"JAFARUDDIN HARAHAP, S.Pd., M.Si.","18,293",I,,25,1
Sumatera Utara ,1,,,2,"ADE IRFAN PULUNGAN, S.H.","2,560",IV,,25,1
Sumatera Utara ,1,,,3,"Hj. FITRI SISWANINGSIH, S.Ag.","3,689",III,,25,1
Sumatera Utara ,1,,,4,H. USMAN EFFENDI SITORUS,"5,449",II,,25,1
Sumatera Utara ,1,,,5,"AHMAD SANI, S.E., M.I.Kom.","1,291",V,,25,1
Sumatera Utara ,1,,,6,ELPIANI SIRAIT,324,X,,25,1
Sumatera Utara ,1,,,7,FATMA,579,IX,,25,1
Sumatera Utara ,1,,,8,SUSWITA JULIANTI,638,VII,,25,1
Sumatera Utara ,1,,,9,M. SARIMAN,582,VIII,,25,1
Sumatera Utara ,1,,,10,ZAINUL ANWAR,888,VI,,25,1
Sumatera Utara ,1,TOTAL SUARA,,,,"43,991",,,25,1
Sumatera Utara ,1,NO.,,URAIAN,,,,,25,2
Sumatera Utara ,1,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,25,2
Sumatera Utara ,1,1,,2,,3,4,,25,2
Sumatera Utara ,1,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,25,2
Sumatera Utara ,1,24,,Partai Ummat,,"4,372",,,25,2
Sumatera Utara ,1,,,1,"Dr. H. LUKMAN HAKIM, S.Pd.I., M.Pd.","8,018",I,,25,2
Sumatera Utara ,1,,,2,Dr. H. MASRI SITANGGANG,"2,250",II,,25,2
Sumatera Utara ,1,,,3,Dra. MARIYAM,896,IV,,25,2
Sumatera Utara ,1,,,4,"SYAMSIR ALAM, S.Ag.","1,819",III,,25,2
Sumatera Utara ,1,,,5,"Drs. JHON HENDRI, S.H., M.H.",468,VI,,25,2
Sumatera Utara ,1,,,6,Dra. TRAWIDA RATNA INAYAT,468,VI,,25,2
Sumatera Utara ,1,,,7,"IRWANSYAH, S.H.",676,V,,25,2
Sumatera Utara ,1,,,8,"PURNAMA SAHAR, S.T.",285,VIII,,25,2
Sumatera Utara ,1,,,9,NANA FAJAR ROCHANI,201,IX,,25,2
Sumatera Utara ,1,,,,,,,,25,2
Sumatera Utara ,1,TOTAL SUARA,,,,"19,453",,,25,2
Sumatera Utara ,2,NO.,,URAIAN,,,,,26,1
Sumatera Utara ,2,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,26,1
Sumatera Utara ,2,1,,2,,3,4,,26,1
Sumatera Utara ,2,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,26,1
Sumatera Utara ,2,1,,Partai Kebangkitan Bangsa,,"18,271",,,26,1
Sumatera Utara ,2,,,1,"H. MARWAN DASOPANG, M.Si.","49,175",I,,26,1
Sumatera Utara ,2,,,2,ELI MAHRANI LUBIS,"36,121",II,,26,1
Sumatera Utara ,2,,,3,"YONGE LISTON VERWIN SIHOMBING, S.E.","1,355",VIII,,26,1
Sumatera Utara ,2,,,4,TAMRIN HASIBUAN,"2,228",V,,26,1
Sumatera Utara ,2,,,5,VICKY FAISAL,"1,080",IX,,26,1
Sumatera Utara ,2,,,6,"YULINAR HAVSA PASARIBU, S.H.","1,958",VI,,26,1
Sumatera Utara ,2,,,7,"H. MANGAYAT JAGO RITONGA, S.Pd., S.E.","3,591",IV,,26,1
Sumatera Utara ,2,,,8,MUHAMMAD TAQWA HARAHAP,"1,955",VII,,26,1
Sumatera Utara ,2,,,9,DEWI SARTIKA WATI,700,X,,26,1
Sumatera Utara ,2,,,10,H. ALI WANSAH,"24,710",III,,26,1
Sumatera Utara ,2,TOTAL SUARA,,,,"141,144",,,26,1
Sumatera Utara ,2,NO.,,URAIAN,,,,,26,2
Sumatera Utara ,2,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,26,2
Sumatera Utara ,2,1,,2,,3,4,,26,2
Sumatera Utara ,2,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,26,2
Sumatera Utara ,2,2,,Partai Gerakan Indonesia Raya,,"29,481",,,26,2
