PDS,VN,ID,YR,MN,PROV,DIST_N,DIST_C,PTY_N,PTY_C,CAN_N,CAN_G,RV,VV,IVV,CV,TPV,SEATS
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,Berkarya,19,"PANDUWINATA FN ARIFIN, S.Si., MT",Male,2384451,1716030,295792,NA,28268,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,Berkarya,19,ROCHMIYATI,Female,2384451,1716030,295792,NA,28268,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,Berkarya,19,ARIS TIANTO,Male,2384451,1716030,295792,NA,28268,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,Berkarya,19,RENI HARDITA GUNAWATI,Female,2384451,1716030,295792,NA,28268,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,Berkarya,19,"KRT. CHRISNA ATMADJI, SE",Male,2384451,1716030,295792,NA,28268,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,Berkarya,19,"Ir. ERDI NURKITO, MT",Male,2384451,1716030,295792,NA,28268,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,PKS,15,"H. MUHSININ FAUZI, Lc. M.Si",Male,2384451,1716030,295792,NA,46778,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,PKS,15,"H. AHMADI, A. Md",Male,2384451,1716030,295792,NA,46778,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,PKS,15,"AMANATUL HUSNA, S. Pi",Female,2384451,1716030,295792,NA,46778,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,PKS,15,ADY SUPRATIKTO,Male,2384451,1716030,295792,NA,46778,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,PKS,15,SURTINI,Female,2384451,1716030,295792,NA,46778,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,Perindo,12,SISWADI SELODIPOERO,Male,2384451,1716030,295792,NA,29037,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,Perindo,12,"DWI PUTRA BUDIYANTO, SH, MH",Male,2384451,1716030,295792,NA,29037,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,Perindo,12,"RITA ZAENAF, SH, S.PD, M.PD",Female,2384451,1716030,295792,NA,29037,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,Perindo,12,"SUTRISNO, S.IP., M.Si.",Male,2384451,1716030,295792,NA,29037,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,Perindo,12,LINA ROHMA,Female,2384451,1716030,295792,NA,29037,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,Perindo,12,NINIK SETIYANI,Female,2384451,1716030,295792,NA,29037,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,Perindo,12,RICKY HARISMA HASANUDDIN,Male,2384451,1716030,295792,NA,29037,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,PPP,16,ROJIH,Male,2384451,1716030,295792,NA,129121,1
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,PPP,16,"Dr. FAHRUDDIN SALIM, SE, MM",Male,2384451,1716030,295792,NA,129121,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,PPP,16,ALFI BAROKAH,Female,2384451,1716030,295792,NA,129121,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,PPP,16,ISTAJIB AS,Male,2384451,1716030,295792,NA,129121,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,PPP,16,"AGUSTINA ROMZA, SE",Female,2384451,1716030,295792,NA,129121,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,PPP,16,SLAMET BADRUDDIN,Male,2384451,1716030,295792,NA,129121,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,PPP,16,FARAH MAHARANI FAJRIN,Female,2384451,1716030,295792,NA,129121,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,PSI,17,HARIJANTO ARBI,Male,2384451,1716030,295792,NA,23847,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,PSI,17,"FUAD SULAIMY, ST, MM",Male,2384451,1716030,295792,NA,23847,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,PSI,17,INGE YASMINE,Female,2384451,1716030,295792,NA,23847,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,PSI,17,RIA DWI ASTUTI,Female,2384451,1716030,295792,NA,23847,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,PSI,17,NATAYA APRIALISA,Female,2384451,1716030,295792,NA,23847,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,PSI,17,APRILIA,Female,2384451,1716030,295792,NA,23847,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,PSI,17,JONATHAN,Male,2384451,1716030,295792,NA,23847,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,PAN,9,"WIDA FADLIKA, SE. M.Si",Female,2384451,1716030,295792,NA,63013,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,PAN,9,DEDDY RIZALDI,Male,2384451,1716030,295792,NA,63013,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,PAN,9,"HARDINI PUSPASARI, S.Sos., M.Si.",Female,2384451,1716030,295792,NA,63013,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,PAN,9,M. KISRA HADIAN,Male,2384451,1716030,295792,NA,63013,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,PAN,9,"Drs. ASEP SUTISNA, MM.",Male,2384451,1716030,295792,NA,63013,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,PAN,9,"Hj. YENI ANJANI JUWITA PUTRI, SE",Female,2384451,1716030,295792,NA,63013,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,PAN,9,"LUSIATI, SE. M.Si",Female,2384451,1716030,295792,NA,63013,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,Hanura,7,"Drs. ZAENAL ARIFIN, M.Si",Male,2384451,1716030,295792,NA,8260,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,Hanura,7,"ABDURROKHIM, S.Pd.I",Male,2384451,1716030,295792,NA,8260,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,Hanura,7,ENDANG SRI REJEKI,Female,2384451,1716030,295792,NA,8260,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,Hanura,7,"PANARDAN, S.H",Male,2384451,1716030,295792,NA,8260,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,Hanura,7,LENI NURLIANTI,Female,2384451,1716030,295792,NA,8260,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,Demokrat,2,DINA LORENZA AUDRIA,Female,2384451,1716030,295792,NA,87385,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,Demokrat,2,"H. GUNARI A LATIEF, M.Si",Male,2384451,1716030,295792,NA,87385,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,Demokrat,2,"Drs. HENDRO MARTOJO, MM",Male,2384451,1716030,295792,NA,87385,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,Demokrat,2,"NURUL HUDA, SH, MH",Male,2384451,1716030,295792,NA,87385,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,Demokrat,2,"REKHA MAHENDRASWARI, SE, MSi",Female,2384451,1716030,295792,NA,87385,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,Demokrat,2,KARREN ZUSRINA,Female,2384451,1716030,295792,NA,87385,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,Demokrat,2,AHDI MUQSITH,Male,2384451,1716030,295792,NA,87385,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,PBB,10,"DR. H. MUHANTO, AQ., M.M.",Male,2384451,1716030,295792,NA,5295,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,PBB,10,AMIN,Male,2384451,1716030,295792,NA,5295,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,PBB,10,HANA PUJI ASTUTI,Female,2384451,1716030,295792,NA,5295,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,PBB,10,AHMAD FAIDONI HARIRI,Male,2384451,1716030,295792,NA,5295,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,PBB,10,IIS ROSMERIA,Female,2384451,1716030,295792,NA,5295,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH II,26,PBB,10,FAKHRURROZI,Male,2384451,1716030,295792,NA,5295,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PKB,13,MARWAN JAFAR,Male,3352042,2254098,472242,NA,290631,1
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PKB,13,ARVIN HAKIM THOHA,Male,3352042,2254098,472242,NA,290631,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PKB,13,"FARIDA FARICHAH, M.Si",Female,3352042,2254098,472242,NA,290631,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PKB,13,"NUR BUDI HARIYANTO, M.Si",Male,3352042,2254098,472242,NA,290631,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PKB,13,"ANWAR ARIF WIBOWO, S.Sos.I",Male,3352042,2254098,472242,NA,290631,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PKB,13,SOLICHAH,Female,3352042,2254098,472242,NA,290631,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PKB,13,ANDI SUTOMO,Male,3352042,2254098,472242,NA,290631,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PKB,13,"HADI MUSTAFA, S.Sos., M.AP.",Male,3352042,2254098,472242,NA,290631,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PKB,13,ETY LUSIANA,Female,3352042,2254098,472242,NA,290631,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Gerindra,5,"Dr. SUMARJATI ARJOSO, SKM",Female,3352042,2254098,472242,NA,205355,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Gerindra,5,"SUDEWO, ST., MT",Male,3352042,2254098,472242,NA,205355,1
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Gerindra,5,"SUGIARTO, ST., SH",Male,3352042,2254098,472242,NA,205355,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Gerindra,5,"AZIS SUBEKTI, ST., MT",Male,3352042,2254098,472242,NA,205355,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Gerindra,5,SITI AISYAH,Female,3352042,2254098,472242,NA,205355,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Gerindra,5,"R. AGUNG SURYANTO, SE",Male,3352042,2254098,472242,NA,205355,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Gerindra,5,ANNA PRAGASTI,Female,3352042,2254098,472242,NA,205355,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Gerindra,5,"DR. KRISTIAWANTO, S.H.I., MH",Male,3352042,2254098,472242,NA,205355,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Gerindra,5,BHAYU INDRA SETIAWAN,Male,3352042,2254098,472242,NA,205355,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PDIP,11,"Dr. EVITA NURSANTY, M.Sc",Female,3352042,2254098,472242,NA,611451,1
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PDIP,11,"Dr. Drs. HR. PERMADI MULAJAYA, M.Si., M.Pd",Male,3352042,2254098,472242,NA,611451,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PDIP,11,"Dr. H. EDY WURYANTO, S.KP., M.Kep",Male,3352042,2254098,472242,NA,611451,1
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PDIP,11,"RIYANTA, S.H.",Male,3352042,2254098,472242,NA,611451,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PDIP,11,MAYJEN TNI (PURN) BAMBANG HARYANTO,Male,3352042,2254098,472242,NA,611451,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PDIP,11,ASRIZIA SHAVILLA,Female,3352042,2254098,472242,NA,611451,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PDIP,11,"H. IMAM SUROSO, S.H. S.Sos. M.M.",Male,3352042,2254098,472242,NA,611451,1
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PDIP,11,RIYANTO WUJARSO,Male,3352042,2254098,472242,NA,611451,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PDIP,11,"EMA PRATNYA PARAMITA, S.T.",Female,3352042,2254098,472242,NA,611451,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Golkar,6,H. FIRMAN SOEBAGYO,Male,3352042,2254098,472242,NA,191356,1
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Golkar,6,"HJ. RATIH WIDYAWATI, S.E.",Female,3352042,2254098,472242,NA,191356,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Golkar,6,"SIRAJUDDIN, S.H.",Male,3352042,2254098,472242,NA,191356,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Golkar,6,"NURIKASARI, S.E",Female,3352042,2254098,472242,NA,191356,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Golkar,6,"EKANANTA NIKKY INDRAGIRI, S.H",Male,3352042,2254098,472242,NA,191356,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Golkar,6,AHMAD Aâ€™INUT TAUFIQ,Male,3352042,2254098,472242,NA,191356,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Golkar,6,RENGGA KRISTIANTO,Male,3352042,2254098,472242,NA,191356,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Golkar,6,YANI SITI JUANDANI,Female,3352042,2254098,472242,NA,191356,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Golkar,6,"MOHAMAD WAHYUDI PUTRA, S.T",Male,3352042,2254098,472242,NA,191356,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Nasdem,8,"HJ. SRI WULAN, S.E.",Female,3352042,2254098,472242,NA,237319,1
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Nasdem,8,"Drs. H. DESMON HASTIONO, MM",Male,3352042,2254098,472242,NA,237319,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Nasdem,8,ACHMAD DJOEMALI,Male,3352042,2254098,472242,NA,237319,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Nasdem,8,AHMAD FAELASUF,Male,3352042,2254098,472242,NA,237319,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Nasdem,8,DR. SRI MULYANI,Female,3352042,2254098,472242,NA,237319,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Nasdem,8,"RADEN SUJARTO, SE, MBA, MM",Male,3352042,2254098,472242,NA,237319,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Nasdem,8,"WIDJA ANI SETYAWATI, ST",Female,3352042,2254098,472242,NA,237319,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Nasdem,8,"SRI WITYARKO PURUSATAMA, S.FARM., APT",Male,3352042,2254098,472242,NA,237319,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Nasdem,8,"DONNY IMAM PRIAMBODO, ST, MM",Male,3352042,2254098,472242,NA,237319,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Garuda,3,ABDULLAH MANSURI,Male,3352042,2254098,472242,NA,14235,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Garuda,3,PUTRI CHOIRUNNISYA,Female,3352042,2254098,472242,NA,14235,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Garuda,3,SITI ULIN NIKMAH,Female,3352042,2254098,472242,NA,14235,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Garuda,3,TATANG WAHYU JATMIKO PUJI SIGIT PRAYOGO,Male,3352042,2254098,472242,NA,14235,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Berkarya,19,"H. SUWITO, SH",Male,3352042,2254098,472242,NA,55104,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Berkarya,19,"Dr. WULAN WAHYUNING, M.Pd.",Female,3352042,2254098,472242,NA,55104,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Berkarya,19,FAIZAL HANIF,Male,3352042,2254098,472242,NA,55104,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Berkarya,19,"ADITYA RUDI HERMAWAN, S.E.",Male,3352042,2254098,472242,NA,55104,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Berkarya,19,GALUH KARTIKA,Female,3352042,2254098,472242,NA,55104,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Berkarya,19,MAWARDI,Male,3352042,2254098,472242,NA,55104,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Berkarya,19,"NURAINI TASRIFANTI, S.T",Female,3352042,2254098,472242,NA,55104,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Berkarya,19,"BAYU SAKTIAWAN, S.Si.",Male,3352042,2254098,472242,NA,55104,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Berkarya,19,SYAFIRA ZALZA BELLA GUPITA,Female,3352042,2254098,472242,NA,55104,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PKS,15,"H. NAJIB SUBROTO, S E",Male,3352042,2254098,472242,NA,75555,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PKS,15,"Dr. MARSUDI BUDI UTOMO, B.Eng., M.Eng.",Male,3352042,2254098,472242,NA,75555,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PKS,15,"ENDAH ETNAWATI, S.Hut",Female,3352042,2254098,472242,NA,75555,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PKS,15,"AHMAD NIZAR, S.IP",Male,3352042,2254098,472242,NA,75555,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PKS,15,"NURYATI, SE",Female,3352042,2254098,472242,NA,75555,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PKS,15,SUTRISNO,Male,3352042,2254098,472242,NA,75555,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PKS,15,SITI RUSMIYATI,Female,3352042,2254098,472242,NA,75555,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PKS,15,"H. DIPO NOTARIANTO, S.H., S.E., M.M., M.B.A., M.",Male,3352042,2254098,472242,NA,75555,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Perindo,12,"KUNTUM KHAIRU BASA, S.E.I., M.E.",Male,3352042,2254098,472242,NA,48376,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Perindo,12,"ABDUL KHAKIM, S.HI",Male,3352042,2254098,472242,NA,48376,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Perindo,12,AGES STYANING PRATIWI S,Female,3352042,2254098,472242,NA,48376,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Perindo,12,EKO AGUNG SUGIYARTO,Male,3352042,2254098,472242,NA,48376,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Perindo,12,"RASID, S.Sos.I., M.Ud",Male,3352042,2254098,472242,NA,48376,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Perindo,12,"JAYANTI KUSUMANDARI, S.E.",Female,3352042,2254098,472242,NA,48376,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Perindo,12,"Ir. SUDARSONO HADI PRANANTO, Bsc",Male,3352042,2254098,472242,NA,48376,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Perindo,12,"YOHANES KHRISTOFORUS TIWU, SH",Male,3352042,2254098,472242,NA,48376,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Perindo,12,WAHYUNINGSIH,Female,3352042,2254098,472242,NA,48376,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PPP,16,MOH. ARWANI THOMAFI,Male,3352042,2254098,472242,NA,165750,1
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PPP,16,"MAHBUB ROSYIDI, S.AG, SH",Male,3352042,2254098,472242,NA,165750,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PPP,16,SULISMINI,Female,3352042,2254098,472242,NA,165750,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PPP,16,AHMAD ROHMATULLOH,Male,3352042,2254098,472242,NA,165750,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PPP,16,"AHMAD KHOLID SUYONO, S.H",Male,3352042,2254098,472242,NA,165750,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PPP,16,AINAUL MARDLIYYAH,Female,3352042,2254098,472242,NA,165750,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PPP,16,"MUHAMMAD AMINUDDIN, S. Pd.i, M. Si",Male,3352042,2254098,472242,NA,165750,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PPP,16,MASRUKHAH,Female,3352042,2254098,472242,NA,165750,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PPP,16,"ANISSA GEMALA, SE",Female,3352042,2254098,472242,NA,165750,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PSI,17,"FARIZ UTAMA PUTRA, BS, M.BA",Male,3352042,2254098,472242,NA,20028,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PSI,17,"HERIYANTO, SH",Male,3352042,2254098,472242,NA,20028,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PSI,17,ADE MEILIA NOVITA,Female,3352042,2254098,472242,NA,20028,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PSI,17,"M. WAHYUDI, SE MSi",Male,3352042,2254098,472242,NA,20028,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PSI,17,Ir. BAMBANG S.W. DJATMIKO,Male,3352042,2254098,472242,NA,20028,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PSI,17,MUBAYANAH,Female,3352042,2254098,472242,NA,20028,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PSI,17,NADIA PUSPITASARI,Female,3352042,2254098,472242,NA,20028,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PSI,17,GALUH SUNDISIAH,Female,3352042,2254098,472242,NA,20028,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PSI,17,"SUYOTO PRADIPTO, SE",Male,3352042,2254098,472242,NA,20028,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PAN,9,H. M. GAMARI SUTRISNO,Male,3352042,2254098,472242,NA,37534,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PAN,9,"Ir. ALI HERMAN IBRAHIM, MM",Male,3352042,2254098,472242,NA,37534,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PAN,9,"SITI ROMLAH, S.Th.I",Female,3352042,2254098,472242,NA,37534,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PAN,9,Ir. MUJTAHID HASHEM,Male,3352042,2254098,472242,NA,37534,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PAN,9,"CHOIRUL IHSAN, SE",Male,3352042,2254098,472242,NA,37534,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PAN,9,"OLIVIA FEBRIYANA ANGGRAINI, M.Si",Female,3352042,2254098,472242,NA,37534,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PAN,9,NUR CHOLIFAH,Female,3352042,2254098,472242,NA,37534,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PAN,9,"ANIS IZZATILLAH, S. Pd.I",Female,3352042,2254098,472242,NA,37534,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,PAN,9,MOCHAMMAD ZAENAL ABIDIN,Male,3352042,2254098,472242,NA,37534,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Hanura,7,"H. SUNARWI, S.E, MM",Male,3352042,2254098,472242,NA,56032,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Hanura,7,"ILYAS, S.Pd.I",Male,3352042,2254098,472242,NA,56032,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Hanura,7,NADHIRAH DWI ARFAH,Female,3352042,2254098,472242,NA,56032,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Hanura,7,SANUSI,Male,3352042,2254098,472242,NA,56032,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Hanura,7,SUHARSI,Female,3352042,2254098,472242,NA,56032,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Hanura,7,HINDARTO,Male,3352042,2254098,472242,NA,56032,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Demokrat,2,"DR. Ir. H. DJOKO UDJIANTO, MM",Male,3352042,2254098,472242,NA,235887,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Demokrat,2,HARMUSA OKTAVIANI,Female,3352042,2254098,472242,NA,235887,1
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Demokrat,2,"DYAH SHINTAWATI, SE",Female,3352042,2254098,472242,NA,235887,0
1,1,DPR,2019,April,JAWA TENGAH,JAWA TENGAH III,27,Demokrat,2,"Ir. H. WIDJANARKO, M.Sc",Male,3352042,2254098,472242,NA,235887,0
