Year,Election,Province,District Name,Party Number,Party Name,Candidate Name,"Candidate Gender L=Male, P=Female",Candidate List Number
2019,DPR ,BALI,BALI,14,Demokrat,"RIKO NUGRAHA, SH., MH.",L,7
2019,DPR ,BALI,BALI,14,Demokrat,INGGITA DWIJAMANGGALA,L,8
2019,DPR ,BALI,BALI,14,Demokrat,RADEN RORO PUTRI ASOKA,P,9
2019,DPR ,BALI,BALI,19,PBB,ARWIN LUBIS,L,1
2019,DPR ,BALI,BALI,19,PBB,"VINITA HERAWATY, SE",P,2
2019,DPR ,BALI,BALI,19,PBB,YUNITA,P,3
2019,DPR ,BALI,BALI,19,PBB,USMAN SHAHIB RAFIK,L,4
2019,DPR ,BALI,BALI,19,PBB,"MOSTHAMIR THALIB, M.Si",L,5
2019,DPR ,BALI,BALI,19,PBB,YUHERDI,L,6
2019,DPR ,BALI,BALI,20,PKPI,I MADE HADI WIGRAHA,L,1
2019,DPR ,BALI,BALI,20,PKPI,IRA SOFIA,P,2
2019,DPR ,BANTEN,BANTEN I,1,PKB,Ir. H. THONI FATHONI MUKSON,L,1
2019,DPR ,BANTEN,BANTEN I,1,PKB,DR. MUHAMMAD IMDADUN RAHMAT,L,2
2019,DPR ,BANTEN,BANTEN I,1,PKB,IIS APRIYANI,P,3
2019,DPR ,BANTEN,BANTEN I,1,PKB,ERMA,P,4
2019,DPR ,BANTEN,BANTEN I,1,PKB,WAHYU WIDIYA SURYANI NING WALUYO,P,5
2019,DPR ,BANTEN,BANTEN I,1,PKB,"GOZALI MUNIR, S.THI",L,6
2019,DPR ,BANTEN,BANTEN I,2,Gerindra,"ALI ZAMRONI, S.Sos",L,1
2019,DPR ,BANTEN,BANTEN I,2,Gerindra,"H. ANDA, SE., MM",L,2
2019,DPR ,BANTEN,BANTEN I,2,Gerindra,"HJ. LISTA HURUSTIATI, S.H., M.H",P,3
2019,DPR ,BANTEN,BANTEN I,2,Gerindra,"H. SYAHRUDDIN, SH., MH",L,4
2019,DPR ,BANTEN,BANTEN I,2,Gerindra,SORAYA,P,5
2019,DPR ,BANTEN,BANTEN I,2,Gerindra,"JAKA SETIAWAN, ST. M.Si",L,6
2019,DPR ,BANTEN,BANTEN I,3,PDIP,"MOCHAMAD HASBI ASYIDIKI JAYABAYA, S.H.",L,1
2019,DPR ,BANTEN,BANTEN I,3,PDIP,"TIA RAHMANIA, M.Psi Psikolog",P,2
2019,DPR ,BANTEN,BANTEN I,3,PDIP,R. ARIYADI PADMANEGARA,L,3
2019,DPR ,BANTEN,BANTEN I,3,PDIP,MUHADI TUKIJO,L,4
2019,DPR ,BANTEN,BANTEN I,3,PDIP,"YUYI ROHMATUNISA, S.Pd",P,5
2019,DPR ,BANTEN,BANTEN I,3,PDIP,"SANDY CHUSAN JACINTA MANUHUTU, M.P.",P,6
2019,DPR ,BANTEN,BANTEN I,4,Golkar,"HJ. ADDE ROSI KHOERUNNISA, S.Sos, . M.SI",P,1
2019,DPR ,BANTEN,BANTEN I,4,Golkar,"H. DADAN MUCHAMMAD R., S.E",L,2
2019,DPR ,BANTEN,BANTEN I,4,Golkar,"SUKMAWATI SULTAN, A.Md",P,3
2019,DPR ,BANTEN,BANTEN I,4,Golkar,"GOUSTA FERIZA, S.H., M.H",L,4
2019,DPR ,BANTEN,BANTEN I,4,Golkar,"A. DADAN SURYANA, S.Sos",L,5
2019,DPR ,BANTEN,BANTEN I,4,Golkar,"SHANTY ALDA NATHALIA, S.H",P,6
2019,DPR ,BANTEN,BANTEN I,5,NasDem,"RIZKA AMALIA R NATAKUSUMAH, BA.Sociology",P,1
2019,DPR ,BANTEN,BANTEN I,5,NasDem,ADE WAHYU MULKI,L,2
2019,DPR ,BANTEN,BANTEN I,5,NasDem,"YUDHISTIRA FIRMANSYAH, SH",L,3
2019,DPR ,BANTEN,BANTEN I,5,NasDem,MERRY MEILINDA,P,4
2019,DPR ,BANTEN,BANTEN I,5,NasDem,"ASEP AWALUDIN, SE",L,5
2019,DPR ,BANTEN,BANTEN I,5,NasDem,"TUSNU ROCHMAT, SH",L,6
2019,DPR ,BANTEN,BANTEN I,7,Berkarya,"H. ANHAR, SE",L,1
2019,DPR ,BANTEN,BANTEN I,7,Berkarya,H. E. SYAMSUL BACHRI ARSUDIN,L,2
2019,DPR ,BANTEN,BANTEN I,7,Berkarya,"Dr. ELIYA, MARS",P,3
2019,DPR ,BANTEN,BANTEN I,7,Berkarya,"TUBAGUS JIB MUHIBBUDIN, SH, MM, MBA",L,4
2019,DPR ,BANTEN,BANTEN I,7,Berkarya,"Dra. RUSDIANA BARDIAN, MM",P,5
2019,DPR ,BANTEN,BANTEN I,7,Berkarya,"ILHAM AM., SH",L,6
2019,DPR ,BANTEN,BANTEN I,8,PKS,"DR. H. R. ACHMAD DIMYATI NATAKUSUMAH, S.H., M.H.",L,1
2019,DPR ,BANTEN,BANTEN I,8,PKS,"KH. AHMAD SADELI KARIM, Lc",L,2
2019,DPR ,BANTEN,BANTEN I,8,PKS,"NISA AL AZIZAH, BBA (Hons)",P,3
2019,DPR ,BANTEN,BANTEN I,8,PKS,"Ir. SYAMSU HILAL, MP",L,4
2019,DPR ,BANTEN,BANTEN I,8,PKS,"TRI KUSUMASARI, S.S.",P,5
2019,DPR ,BANTEN,BANTEN I,8,PKS,"H. SANUJI PENTAMARTA, S.IP.",L,6
2019,DPR ,BANTEN,BANTEN I,9,Perindo,BENI PRAMULA,L,1
2019,DPR ,BANTEN,BANTEN I,9,Perindo,Drs. AAP APTADI,L,2
2019,DPR ,BANTEN,BANTEN I,9,Perindo,"MEIKE RACHEL WANGKE, SS., M.SI",P,3
2019,DPR ,BANTEN,BANTEN I,9,Perindo,"STIEN MARIA SCHOUTEN, S.E",P,4
2019,DPR ,BANTEN,BANTEN I,9,Perindo,"BASUKI HADISUKARTA, SH",L,5
2019,DPR ,BANTEN,BANTEN I,10,PPP,"H. HARRY PURDIANTO, S.IP, M.SC",L,1
2019,DPR ,BANTEN,BANTEN I,10,PPP,"H. IIP MIFTAHUL CHOIRY, S.PdI",L,2
2019,DPR ,BANTEN,BANTEN I,10,PPP,"GITA LAKSITA, S.Pd",P,3
2019,DPR ,BANTEN,BANTEN I,10,PPP,"H. ABDUL HALIM, SH, MM",L,4
2019,DPR ,BANTEN,BANTEN I,10,PPP,EVI NURUL FELAYATI,P,5
2019,DPR ,BANTEN,BANTEN I,10,PPP,"USEP SAEPUDIN, S.HI",L,6
2019,DPR ,BANTEN,BANTEN I,11,PSI,"FIRMAN HAREFA, S.H.",L,1
2019,DPR ,BANTEN,BANTEN I,11,PSI,Ir. JOHANNES BOYKE APRIADI NUGROHO,L,2
2019,DPR ,BANTEN,BANTEN I,11,PSI,DEASY SETIAWATI,P,3
2019,DPR ,BANTEN,BANTEN I,11,PSI,FRANKY TJOKROSAPUTRO,L,4
2019,DPR ,BANTEN,BANTEN I,11,PSI,IKA MAYLINA SUSAN,P,5
2019,DPR ,BANTEN,BANTEN I,11,PSI,RISKA PUJI ASTUTI,P,6
2019,DPR ,BANTEN,BANTEN I,12,PAN,TB DEDY MI'ING GUMELAR,L,1
2019,DPR ,BANTEN,BANTEN I,12,PAN,"IMAM HUSSAIDA, S.T",L,2
2019,DPR ,BANTEN,BANTEN I,12,PAN,"ENENG HUMAEROH, S.Pd.I., MUd",P,3
2019,DPR ,BANTEN,BANTEN I,12,PAN,"ADI WICAKSONO, SE., ME",L,4
2019,DPR ,BANTEN,BANTEN I,12,PAN,"RIKA RAHMAWATI, ST, . MT",P,5
2019,DPR ,BANTEN,BANTEN I,12,PAN,"ADE MUSTAGFIRIN, S.E.sy",L,6
2019,DPR ,BANTEN,BANTEN I,13,Hanura,Dr. H. ADANG SUPANDI,L,1
2019,DPR ,BANTEN,BANTEN I,13,Hanura,HENGKI IRAWAN,L,2
2019,DPR ,BANTEN,BANTEN I,13,Hanura,"WIDAT, SH.",P,3
2019,DPR ,BANTEN,BANTEN I,13,Hanura,FISKA SULISTYAWATI,P,4
2019,DPR ,BANTEN,BANTEN I,13,Hanura,"NEWFONE ARTHUR RUMIMPUNU, SH",L,5
2019,DPR ,BANTEN,BANTEN I,13,Hanura,"JOKO SANTOSO, S.Sn",L,6
2019,DPR ,BANTEN,BANTEN I,14,Demokrat,"VIVI SUMANTRI JAYABAYA, S.Sos., MSi",P,1
2019,DPR ,BANTEN,BANTEN I,14,Demokrat,RIZKI AULIA RAHMAN NATAKUSUMAH,L,2
2019,DPR ,BANTEN,BANTEN I,14,Demokrat,HERMAN FIRDAUS,L,3
2019,DPR ,BANTEN,BANTEN I,14,Demokrat,Hj.RATU SITI ROMLAH,P,4
2019,DPR ,BANTEN,BANTEN I,14,Demokrat,MUHAMMAD RIYAD,L,5
2019,DPR ,BANTEN,BANTEN I,14,Demokrat,KHOIRUL UMAM,L,6
2019,DPR ,BANTEN,BANTEN I,19,PBB,"KH. NAHRUL BADRI, SQ, MA",L,1
2019,DPR ,BANTEN,BANTEN I,19,PBB,Drs. MAHMUD FAUZY,L,2
2019,DPR ,BANTEN,BANTEN I,19,PBB,"NYIMAS NINING RACHMAN, SH",P,3
2019,DPR ,BANTEN,BANTEN I,19,PBB,Dra. CHAIRI INAJAH,P,4
2019,DPR ,BANTEN,BANTEN I,19,PBB,"H. BAMBANG ISWAHYANTO, SH",L,5
2019,DPR ,BANTEN,BANTEN I,20,PKPI,Drs. ANSHORI BAITY,L,1
2019,DPR ,BANTEN,BANTEN I,20,PKPI,LIA MARLIANA ANGRAHINI,P,2
2019,DPR ,BANTEN,BANTEN II,1,PKB,WAHYU PAPAT JUNI ROMADONIA,P,1
2019,DPR ,BANTEN,BANTEN II,1,PKB,"Ir. SURYADI HENDARMAN, MM",L,2
2019,DPR ,BANTEN,BANTEN II,1,PKB,"H. ADE MIFTAH, SE, MM",L,3
2019,DPR ,BANTEN,BANTEN II,1,PKB,"AKHMAD ASGHORI, M.Si",L,4
2019,DPR ,BANTEN,BANTEN II,1,PKB,"SUGIARTO, SE",L,5
2019,DPR ,BANTEN,BANTEN II,1,PKB,NAGALITA,P,6
2019,DPR ,BANTEN,BANTEN II,2,Gerindra,"H. DESMOND JUNAIDI MAHESA, SH., MH",L,1
2019,DPR ,BANTEN,BANTEN II,2,Gerindra,DURROTUN NAFISAH,P,2
2019,DPR ,BANTEN,BANTEN II,2,Gerindra,"MOH HATTA SOEROTINOYO, SE., MM",L,3
2019,DPR ,BANTEN,BANTEN II,2,Gerindra,"dr. HJ. NITA GILIK P, MM",P,4
2019,DPR ,BANTEN,BANTEN II,2,Gerindra,"TARLI SUTRISNO, SE., M.Pd",L,5
2019,DPR ,BANTEN,BANTEN II,2,Gerindra,FACHRUL ROZIE,L,6
2019,DPR ,BANTEN,BANTEN II,3,PDIP,ICHSAN SOELISTIO,L,1
2019,DPR ,BANTEN,BANTEN II,3,PDIP,H. NANA SUMARNA,L,2
2019,DPR ,BANTEN,BANTEN II,3,PDIP,"DEWI WAHYUNI, S.H.",P,3
2019,DPR ,BANTEN,BANTEN II,3,PDIP,REZA NURUDDIN A BARMAWI,L,4
2019,DPR ,BANTEN,BANTEN II,3,PDIP,"RONNY BERTY TALAPESSY, S.H., M.H.",L,5
2019,DPR ,BANTEN,BANTEN II,3,PDIP,MELFA ROSDIANA ULI MANULLANG,P,6
2019,DPR ,BANTEN,BANTEN II,4,Golkar,"H. TUBAGUS HAERUL JAMAN, S.E",L,1
2019,DPR ,BANTEN,BANTEN II,4,Golkar,Drs. H. MOHAMAD ALY YAHYA,L,2
2019,DPR ,BANTEN,BANTEN II,4,Golkar,DEWI PARAMATASARI,P,3
2019,DPR ,BANTEN,BANTEN II,4,Golkar,"GIOFEDI, S.H., M.H.",L,4
2019,DPR ,BANTEN,BANTEN II,4,Golkar,H. FAKIH USMAN,L,5
2019,DPR ,BANTEN,BANTEN II,4,Golkar,"HJ. RINIE AMALUDDIN, S.H., M.Si",P,6
2019,DPR ,BANTEN,BANTEN II,5,NasDem,"Drs. H. MAMAT RAHAYU ABDULLAH, MM",L,1
2019,DPR ,BANTEN,BANTEN II,5,NasDem,RANTA SOEHARTA,L,2
2019,DPR ,BANTEN,BANTEN II,5,NasDem,INTAN AZIZAH,P,3
2019,DPR ,BANTEN,BANTEN II,5,NasDem,H. WAHYUDIN DJAHIDI,L,4
2019,DPR ,BANTEN,BANTEN II,5,NasDem,RISYA AZZAHRA RAHIMAH NATAKUSUMAH,P,5
2019,DPR ,BANTEN,BANTEN II,5,NasDem,"H. IIM HUJAEMI, SE",L,6
2019,DPR ,BANTEN,BANTEN II,6,Garuda,AMINUL HIJRI,L,1
2019,DPR ,BANTEN,BANTEN II,6,Garuda,"DIANA MEILANY, S.E",P,2
2019,DPR ,BANTEN,BANTEN II,7,Berkarya,H. R. S. PURBO ASMORO,L,1
2019,DPR ,BANTEN,BANTEN II,7,Berkarya,"Drs. DIDI SUNARDI, M.Si",L,2
2019,DPR ,BANTEN,BANTEN II,7,Berkarya,"Laksma TNI (Purn). YUTTI S HALILIN, SH",P,3
2019,DPR ,BANTEN,BANTEN II,7,Berkarya,Laksmana Muda TNI (Purn) Drs. SONY SANTOSO,L,4
2019,DPR ,BANTEN,BANTEN II,7,Berkarya,H. TB. LUCKY KAKING,L,5
2019,DPR ,BANTEN,BANTEN II,7,Berkarya,"JULLYA FERONICA, SE",P,6
2019,DPR ,BANTEN,BANTEN II,8,PKS,"DR. H. JAZULI JUWAINI, MA",L,1
2019,DPR ,BANTEN,BANTEN II,8,PKS,EI NURUL KHOTIMAH,P,2
2019,DPR ,BANTEN,BANTEN II,8,PKS,"EMAN SUKIRMAN, SE, .MSi.",L,3
2019,DPR ,BANTEN,BANTEN II,8,PKS,YEMMELIA,P,4
2019,DPR ,BANTEN,BANTEN II,8,PKS,MOH. FIKRI,L,5
2019,DPR ,BANTEN,BANTEN II,8,PKS,Drs. MOHAMMAD SAFARI,L,6
2019,DPR ,BANTEN,BANTEN II,9,Perindo,"Dr. BRIGJEN POL. PURN. H. HERU FEBRUANTO, M.AP",L,1
2019,DPR ,BANTEN,BANTEN II,9,Perindo,"ANDI CAKRA WAHYUDI, SE., MBA",L,2
2019,DPR ,BANTEN,BANTEN II,9,Perindo,"NAVIRA ARAYA TUEKA, SH., MH",P,3
2019,DPR ,BANTEN,BANTEN II,9,Perindo,"M. MUHTADIN SABILI, ST",L,4
2019,DPR ,BANTEN,BANTEN II,9,Perindo,"EVA LESTARI, S.IP",P,5
2019,DPR ,BANTEN,BANTEN II,9,Perindo,"SUKANDA CHANDRAHAYAT, ST, . MSi",L,6
2019,DPR ,BANTEN,BANTEN II,10,PPP,"Ir. HJ. FERNITA, MH",P,1
2019,DPR ,BANTEN,BANTEN II,10,PPP,"Hj. KARTIKA YUDHISTI, B.Eng., M.Sc",P,2
2019,DPR ,BANTEN,BANTEN II,10,PPP,"H. AGUS SETIAWAN, SH.",L,3
2019,DPR ,BANTEN,BANTEN II,10,PPP,E. MANSUR AINI,L,4
2019,DPR ,BANTEN,BANTEN II,10,PPP,RENI HADIJAH HSB,P,5
2019,DPR ,BANTEN,BANTEN II,10,PPP,"Dra. Hj. MUFLIKHAH, M. Si",P,6
2019,DPR ,BANTEN,BANTEN II,11,PSI,"DANIEL LUKE SOEWITO, S.I.Kom",L,1
2019,DPR ,BANTEN,BANTEN II,11,PSI,"ALDRIN INIGO WIJANA, ST",L,2
2019,DPR ,BANTEN,BANTEN II,11,PSI,"PRISILLA PUSPITASARI, S.Si",P,3
2019,DPR ,BANTEN,BANTEN II,11,PSI,"RAMOT SITUMEANG, SH., MH",L,4
2019,DPR ,BANTEN,BANTEN II,11,PSI,CHINDY PURI SALSABILLAH,P,5
2019,DPR ,BANTEN,BANTEN II,11,PSI,BUNGA SYELMA RIZALDY,P,6
2019,DPR ,BANTEN,BANTEN II,12,PAN,"H. YANDRI SUSANTO, S.Pt",L,1
2019,DPR ,BANTEN,BANTEN II,12,PAN,"Hj. INDAHWATI, S.Mn. MM",P,2
2019,DPR ,BANTEN,BANTEN II,12,PAN,"H. ROSYID HAERUDIN, SP, MM",L,3
2019,DPR ,BANTEN,BANTEN II,12,PAN,"Ir. H. SYAFROL MAKMUR, M.Pd.I.",L,4
2019,DPR ,BANTEN,BANTEN II,12,PAN,"RATU MINHERYATI, SE",P,5
2019,DPR ,BANTEN,BANTEN II,12,PAN,"H. SUPRIYONO, S.Kom",L,6
2019,DPR ,BANTEN,BANTEN II,13,Hanura,ASEP SAEPULLOH,L,1
2019,DPR ,BANTEN,BANTEN II,13,Hanura,SYAFIK,L,2
2019,DPR ,BANTEN,BANTEN II,13,Hanura,ASTRID OCTAVIN SARMARIA,P,3
2019,DPR ,BANTEN,BANTEN II,13,Hanura,ZAENAL ABIDIN,L,4
2019,DPR ,BANTEN,BANTEN II,13,Hanura,"ENTIN SARTINAH, S.Pd.I",P,5
2019,DPR ,BANTEN,BANTEN II,13,Hanura,"Drs. RAMBUN SUMARDI, Ak. M.Si",L,6
2019,DPR ,BANTEN,BANTEN II,14,Demokrat,"Dr. AMIR SYAMSUDIN, SH., MH.",L,1
2019,DPR ,BANTEN,BANTEN II,14,Demokrat,NUR AENI,P,2
2019,DPR ,BANTEN,BANTEN II,14,Demokrat,H. AENG HAERUDIN,L,3
2019,DPR ,BANTEN,BANTEN II,14,Demokrat,H. AYIP NAJIB (DUCE),L,4
2019,DPR ,BANTEN,BANTEN II,14,Demokrat,"H.AHMAD RIFAI SUFTYADI, SH",L,5
2019,DPR ,BANTEN,BANTEN II,14,Demokrat,"LINDA AGUSTINI ARITONANG, SS",P,6
2019,DPR ,BANTEN,BANTEN II,19,PBB,"RONNI ABDI, ST., MM",L,1
2019,DPR ,BANTEN,BANTEN II,19,PBB,"MUHAMMAD RIDWAN, SH., MM",L,2
2019,DPR ,BANTEN,BANTEN II,19,PBB,"Dr. INNE IRAWATY, SpKJ",P,3
2019,DPR ,BANTEN,BANTEN II,19,PBB,"SUDRAJAT ARDANI, M.H",L,4
2019,DPR ,BANTEN,BANTEN II,19,PBB,MUSTOFA,L,5
2019,DPR ,BANTEN,BANTEN II,19,PBB,SUGIATI,P,6
2019,DPR ,BANTEN,BANTEN II,20,PKPI,CHARLES SIMANJUNTAK,L,1
2019,DPR ,BANTEN,BANTEN II,20,PKPI,ALFA ANGELICA E SEREH,P,2
2019,DPR ,BANTEN,BANTEN III,1,PKB,"Dra. HJ. SITI MASRIFAH, MA",P,1
2019,DPR ,BANTEN,BANTEN III,1,PKB,"MOH. RANO ALFATH, S.H., M.H.",L,2
2019,DPR ,BANTEN,BANTEN III,1,PKB,"H ABDUL ROJI, S. Sos. MM",L,3
2019,DPR ,BANTEN,BANTEN III,1,PKB,WITJAKSONO ABADIMAN S.,L,4
2019,DPR ,BANTEN,BANTEN III,1,PKB,MARDA HASTUTI,P,5
2019,DPR ,BANTEN,BANTEN III,1,PKB,"H. IMADUDIN, MA",L,6
2019,DPR ,BANTEN,BANTEN III,1,PKB,FAJAR ROSMAN K,L,7
2019,DPR ,BANTEN,BANTEN III,1,PKB,ZAITUN AWALIAH,P,8
2019,DPR ,BANTEN,BANTEN III,1,PKB,"RANI RISMAWATI, SE",P,9
2019,DPR ,BANTEN,BANTEN III,1,PKB,"ARDY SUSANTO, SH",L,10
2019,DPR ,BANTEN,BANTEN III,2,Gerindra,Dr. SUFMI DASCO AHMAD,L,1
2019,DPR ,BANTEN,BANTEN III,2,Gerindra,"MARTINA, S.I.KOM., M.Si",P,2
2019,DPR ,BANTEN,BANTEN III,2,Gerindra,"DASRIL, S.Pd.I., M.Si (HAN)",L,3
2019,DPR ,BANTEN,BANTEN III,2,Gerindra,"SESARIUS EGI BUDIMAN, ST.B.Eng",L,4
2019,DPR ,BANTEN,BANTEN III,2,Gerindra,"CARMAN ANSARI E.A.R LATIEF, S. Sos",L,5
2019,DPR ,BANTEN,BANTEN III,2,Gerindra,"SUPRIATI, SE",P,6
2019,DPR ,BANTEN,BANTEN III,2,Gerindra,"VIGOR RISQY SETIAWAN, SE",L,7
2019,DPR ,BANTEN,BANTEN III,2,Gerindra,"R. MOCH ALDINA SURYANA, SE",L,8
2019,DPR ,BANTEN,BANTEN III,2,Gerindra,"RISNAULI SIAHAAN, S.Si",P,9
2019,DPR ,BANTEN,BANTEN III,2,Gerindra,"ACHMAD MUZAYIN SYAFRIAL, SH",L,10
2019,DPR ,BANTEN,BANTEN III,3,PDIP,"RANO KARNO, S.IP",L,1
2019,DPR ,BANTEN,BANTEN III,3,PDIP,"ST. ANANTA WAHANA, S.H.",L,2
2019,DPR ,BANTEN,BANTEN III,3,PDIP,"EMMY LUMBAN RAJA, S.E., M.Si",P,3
2019,DPR ,BANTEN,BANTEN III,3,PDIP,"MARINUS GEA, S.E., M.AK",L,4
2019,DPR ,BANTEN,BANTEN III,3,PDIP,"WANTO SUGITO, S.Sos",L,5
2019,DPR ,BANTEN,BANTEN III,3,PDIP,"Dra. MEIDYA AMORA. I, S.IP., M.Si",P,6
2019,DPR ,BANTEN,BANTEN III,3,PDIP,"Drs. H. EDDY KUSUMA WIJAYA, S.H., M.H., M.M.",L,7
2019,DPR ,BANTEN,BANTEN III,3,PDIP,dr. LINA SULISTIAWATI,P,8
2019,DPR ,BANTEN,BANTEN III,3,PDIP,"Drs. H. ARSID, M.Si",L,9
2019,DPR ,BANTEN,BANTEN III,3,PDIP,SANTO WIDJAJA,L,10
2019,DPR ,BANTEN,BANTEN III,4,Golkar,"H. ANDI ACHMAD DARA, S.E.",L,1
2019,DPR ,BANTEN,BANTEN III,4,Golkar,"RATU DIAN HATIFAH, S.Ag., M.Pd",P,2
2019,DPR ,BANTEN,BANTEN III,4,Golkar,H. ABDUL SYUKUR,L,3
2019,DPR ,BANTEN,BANTEN III,4,Golkar,EVA ELISA WIBISONO,P,4
2019,DPR ,BANTEN,BANTEN III,4,Golkar,"Dra. TRI IRIASTUTI, M.H",P,5
2019,DPR ,BANTEN,BANTEN III,4,Golkar,FREDDY R. NAPITUPULU,L,6
2019,DPR ,BANTEN,BANTEN III,4,Golkar,"BAHRUDIN, S.H",L,7
2019,DPR ,BANTEN,BANTEN III,4,Golkar,"ARNOD SIHITE, S.E",L,8
2019,DPR ,BANTEN,BANTEN III,4,Golkar,"Dra. HJ. SITI UBAIDAH, M.M",P,9
2019,DPR ,BANTEN,BANTEN III,4,Golkar,DHANY MARLEN,L,10
2019,DPR ,BANTEN,BANTEN III,5,NasDem,"DR. H. WAWAN IRIAWAN, SH, MH",L,1
2019,DPR ,BANTEN,BANTEN III,5,NasDem,SAHAT SILABAN,L,2
2019,DPR ,BANTEN,BANTEN III,5,NasDem,ZURAIDA,P,3
2019,DPR ,BANTEN,BANTEN III,5,NasDem,"YUDI FRIANTO, SH",L,4
2019,DPR ,BANTEN,BANTEN III,5,NasDem,"ADE MUHAMAD NUR, SH. MH",L,5
2019,DPR ,BANTEN,BANTEN III,5,NasDem,SUSY SUDARTI KADIMAN,P,6
2019,DPR ,BANTEN,BANTEN III,5,NasDem,IR.H. UCOK BINANGA NASUTION,L,7
2019,DPR ,BANTEN,BANTEN III,5,NasDem,"Ir. JUSUF MONGAN, M.Si",L,8
2019,DPR ,BANTEN,BANTEN III,5,NasDem,"DISNA RIANTINA, SH., MH.",P,9
2019,DPR ,BANTEN,BANTEN III,5,NasDem,Drs. BENYAMIN KALALO,L,10
2019,DPR ,BANTEN,BANTEN III,6,Garuda,"EKO RIYADI, S. Kom",L,1
2019,DPR ,BANTEN,BANTEN III,6,Garuda,RINEKE SUNDAH,P,2
2019,DPR ,BANTEN,BANTEN III,6,Garuda,GITA OKTAVIANI,P,3
2019,DPR ,BANTEN,BANTEN III,7,Berkarya,"SYAEFUNNUR MASZAH, SH, MM",L,1
2019,DPR ,BANTEN,BANTEN III,7,Berkarya,KH. BAHANA JAALHAQ TAQWALLAH,L,2
2019,DPR ,BANTEN,BANTEN III,7,Berkarya,"RIA DAHLIA, S.Sos.",P,3
2019,DPR ,BANTEN,BANTEN III,7,Berkarya,"MUHAMMAD SIROT, SH, S.IP",L,4
2019,DPR ,BANTEN,BANTEN III,7,Berkarya,"Dr. ARIUS KARMAN, MARS",L,5
2019,DPR ,BANTEN,BANTEN III,7,Berkarya,"R. Ay. DEVI ANGGRAENI, Amd.TrU",P,6
2019,DPR ,BANTEN,BANTEN III,7,Berkarya,RHAZES FAZA ASRINDRA,L,7
2019,DPR ,BANTEN,BANTEN III,7,Berkarya,"TOMI SYAVITRA, S.Si, MM",L,8
2019,DPR ,BANTEN,BANTEN III,7,Berkarya,"CATHY AHADIANTY, ST",P,9
2019,DPR ,BANTEN,BANTEN III,7,Berkarya,"MUHAMAD ARYA WIJAYA, SH., S.Ag., M.Si., MH.",L,10
2019,DPR ,BANTEN,BANTEN III,8,PKS,"DR. H. MULYANTO, M.Eng",L,1
2019,DPR ,BANTEN,BANTEN III,8,PKS,"INDRA, SH. MH",L,2
2019,DPR ,BANTEN,BANTEN III,8,PKS,IR. HJ. TUTI ELFITA M.SI.,P,3
2019,DPR ,BANTEN,BANTEN III,8,PKS,"Drs. SUNARDI, MM. Pd",L,4
2019,DPR ,BANTEN,BANTEN III,8,PKS,"H. ARIF WAHYUDI, ME",L,5
2019,DPR ,BANTEN,BANTEN III,8,PKS,Dra. HJ. KINGKIN ANIDA,P,6
2019,DPR ,BANTEN,BANTEN III,8,PKS,"ADE MARFUDDIN, M.A.P",L,7
2019,DPR ,BANTEN,BANTEN III,8,PKS,"TOTOK SUDARYANTO, SE M.Si",L,8
2019,DPR ,BANTEN,BANTEN III,8,PKS,MAS FARLINA LIMAR WANGI,P,9
2019,DPR ,BANTEN,BANTEN III,8,PKS,"H. SYARIFULLAH, S.Pd.I",L,10
2019,DPR ,BANTEN,BANTEN III,9,Perindo,"INTAN NURUL HIKMAH, S.E, BBA",P,1
2019,DPR ,BANTEN,BANTEN III,9,Perindo,"DRS. H. ABDURACHMAN, M.AP",L,2
2019,DPR ,BANTEN,BANTEN III,9,Perindo,"YUDHISTIRA IKHSAN PRAMANA, SH, MH",L,3
2019,DPR ,BANTEN,BANTEN III,9,Perindo,"ERLINDA, M.Pd",P,4
2019,DPR ,BANTEN,BANTEN III,9,Perindo,"DAVID SURYA, SH., MH",L,5
2019,DPR ,BANTEN,BANTEN III,9,Perindo,"M. FIRMANSYAH, SHI",L,6
2019,DPR ,BANTEN,BANTEN III,9,Perindo,YUJOSNIL ADAM,L,7
2019,DPR ,BANTEN,BANTEN III,9,Perindo,"YOHANAH, S.Kom, M.Kom",P,8
2019,DPR ,BANTEN,BANTEN III,9,Perindo,"RUNGGU SIHOMBING, S.Si M.M",L,9
2019,DPR ,BANTEN,BANTEN III,9,Perindo,"NIKSON HENCE BULU, S.E, M.Th",L,10
2019,DPR ,BANTEN,BANTEN III,10,PPP,"Drs. H. IRGAN CHAIRUL MAHFIZ, M.Si",L,1
2019,DPR ,BANTEN,BANTEN III,10,PPP,"USMAN MUHAMMAD TOKAN, SE., MA.",L,2
2019,DPR ,BANTEN,BANTEN III,10,PPP,TATI HARTATI,P,3
2019,DPR ,BANTEN,BANTEN III,10,PPP,BAMBANG WAHYU GANINDRA,L,4
2019,DPR ,BANTEN,BANTEN III,10,PPP,"DR. IR. H. M. NIZAR DAHLAN, M. Si",L,5
2019,DPR ,BANTEN,BANTEN III,10,PPP,Dra. TRI APRITA SARI,P,6
2019,DPR ,BANTEN,BANTEN III,10,PPP,"ABDUL RAHMAN TUAKIA, S.Sos",L,7
2019,DPR ,BANTEN,BANTEN III,10,PPP,"H. M. SAYUTI, S.Sos.I",L,8
2019,DPR ,BANTEN,BANTEN III,10,PPP,"DITA AITI YENI, S.TH.I",P,9
