Year,Province name,Election,Registered voters in district,Valid votes in district,Invalid votes,Candidate Name ,Candidate Number ,Number of Party Votes (for each party),Candidate elected to the DPD,,,,,,
2019,Gorontalo,DPD,,,,Ir. FADEL MUHAMMAD,11,"166,043",1,,,,,,
2019,Gorontalo,DPD,,,,"IMAN MAANAIYA, S.K.M., M.K.K.K.",12,"2,469",,,,,,,
2019,Gorontalo,DPD,,,,INDRAWANTO HASAN,13,"5,076",,,,,,,
2019,Gorontalo,DPD,,,,"ISHAK KADILI, S.T.",14,"14,119",,,,,,,
2019,Gorontalo,DPD,,,,"H. ISHAK LIPUTO, S.IP",15,"25,228",,,,,,,
2019,Gorontalo,DPD,,,,"JAMALUDDIN MOOWAGO, S.Kom",16,"4,995",,,,,,,
2019,Gorontalo,DPD,,,,"Drs. H. LAHMUDIN LAPARAGA, M.H.",17,"4,739",,,,,,,
2019,Gorontalo,DPD,,,,"Hj. MIRNAWATI MODANGGU, S.Ag., M.Pd.",18,"15,935",,,,,,,
2019,Gorontalo,DPD,,,,"MOCH. DAHLAN USMAN, S.E.",19,"8,007",,,,,,,
2019,Gorontalo,DPD,,,,"Drs. H. MUHAMMAD N. TULI, M.Ag.",20,"15,832",,,,,,,
2019,Gorontalo,DPD,,,,NILDA TULEN,21,"3,467",,,,,,,
2019,Gorontalo,DPD,,,,NURAINI PODUNGGE,22,"3,357",,,,,,,
2019,Gorontalo,DPD,,,,OKTAFINA PIKOLI,23,"5,128",,,,,,,
2019,Gorontalo,DPD,,,,RAHMIJATI JAHJA,24,"75,446",1,,,,,,
2019,Gorontalo,DPD,,,,SATYA ALVINO PINANDITO BYA,25,"11,190",,,,,,,
2019,Gorontalo,DPD,,,,"SRI HANTUTI PARAMATA, S.E., M.Pd.",26,"6,779",,,,,,,
2019,Gorontalo,DPD,,,,SUMARNI R. GANI,27,"5,541",,,,,,,
2019,Gorontalo,DPD,,,,Ir. SYARIFUDDIN MOBILIU,28,"2,593",,,,,,,
2019,Gorontalo,DPD,,,,"Dr. H. WENI LIPUTO, M.M.",29,"43,269",,,,,,,
2019,Sulawesi Barat,DPD,"865,249","692,802","57,086",,,,,,,,,,
2019,Sulawesi Barat,DPD,,,,"ABDUL RAHMAN, SH.",1,"19,439",,,,,,,
2019,Sulawesi Barat,DPD,,,,AJBAR,2,"50,390",1,,,,,,
2019,Sulawesi Barat,DPD,,,,H. ALMALIK PABABARI,3,"50,437",1,,,,,,
2019,Sulawesi Barat,DPD,,,,"Dr. ANDI ZASTRAWATI, SE., M.Si.",4,"42,606",,,,,,,
2019,Sulawesi Barat,DPD,,,,"ANDRI PRAYOGA PUTRA SINGKARRU, M.Sc.",5,"68,870",1,,,,,,
2019,Sulawesi Barat,DPD,,,,"Ir. H. A. SURIANTO B. M, MT.",6,"11,935",,,,,,,
2019,Sulawesi Barat,DPD,,,,Drs. HAMZAH SULA,7,"13,077",,,,,,,
2019,Sulawesi Barat,DPD,,,,"HASNAWI, ST.",8,"13,114",,,,,,,
2019,Sulawesi Barat,DPD,,,,"HASRAT LUKMAN, S.Pd.",9,"15,109",,,,,,,
2019,Sulawesi Barat,DPD,,,,"HENRY SIRINA, SH.",10,"19,508",,,,,,,
2019,Sulawesi Barat,DPD,,,,"ILMAN MURGAN, SH.",11,"19,352",,,,,,,
2019,Sulawesi Barat,DPD,,,,"INDARSAN ISKANDAR MANDJI, SE.",12,"7,884",,,,,,,
2019,Sulawesi Barat,DPD,,,,H. ISKANDAR MUDA BAHARUDDIN LOPA,13,"51,027",1,,,,,,
2019,Sulawesi Barat,DPD,,,,"Drs. H. ISMAIL ZAINUDDIN, M.Pd.",14,"27,423",,,,,,,
2019,Sulawesi Barat,DPD,,,,ISRA D PRAMULYA,15,"33,010",,,,,,,
2019,Sulawesi Barat,DPD,,,,"KASMIN H, SH.",16,"5,321",,,,,,,
2019,Sulawesi Barat,DPD,,,,"MARTHEN, M.TH.",17,"32,068",,,,,,,
2019,Sulawesi Barat,DPD,,,,"MAS’UD SHALEH, S.S.",18,"36,255",,,,,,,
2019,Sulawesi Barat,DPD,,,,H. MUHAMMAD THAMRIN,19,"15,217",,,,,,,
2019,Sulawesi Barat,DPD,,,,MUHAMMAD ZAKIR AKBAR,20,"27,699",,,,,,,
2019,Sulawesi Barat,DPD,,,,MUH. AMRIL,21,"5,065",,,,,,,
2019,Sulawesi Barat,DPD,,,,NASKAH MAHMUD NABHAN,22,"3,162",,,,,,,
2019,Sulawesi Barat,DPD,,,,"NERO LEO ADRIANI, S. I Kom.",23,"29,349",,,,,,,
2019,Sulawesi Barat,DPD,,,,"NURDIN PASOKKORI, S.IP., M.Si.",24,"25,250",,,,,,,
2019,Sulawesi Barat,DPD,,,,"Drs. PAMPANG BONE, M.Si.",25,"26,484",,,,,,,
2019,Sulawesi Barat,DPD,,,,ROSMAWATI,26,"11,528",,,,,,,
2019,Sulawesi Barat,DPD,,,,SAIDING,27,"5,541",,,,,,,
2019,Sulawesi Barat,DPD,,,,"THERESIA TARANG, SH.",28,"6,402",,,,,,,
2019,Sulawesi Barat,DPD,,,,"YUKI PERMANA, ST.",29,"12,174",,,,,,,
2019,Sulawesi Barat,DPD,,,,"YUSUF DEPPARINDING, SH.",30,"8,106",,,,,,,
2019,Maluku,DPD,"1,266,025","952,685","49,598",,,,,,,,,,
2019,Maluku,DPD,,,,AHMAD BILAL TUHULELE,1,"13,660",,,,,,,
2019,Maluku,DPD,,,,"ANNA LATUCONSINA, SH",2,"119,091",1,,,,,,
2019,Maluku,DPD,,,,"ANTHONI HATANE, SH, MH",3,"23,835",,,,,,,
2019,Maluku,DPD,,,,Drs. BITZAEL S. TEMMAR,4,"34,123",,,,,,,
2019,Maluku,DPD,,,,"Dr. DJUNAIDI RUPELU, SE, M.SI",5,"38,188",,,,,,,
2019,Maluku,DPD,,,,"EDDY SAMBUAGA, M.SC",6,"36,611",,,,,,,
2019,Maluku,DPD,,,,ELVIS CHARLES LAHALLO,7,"12,411",,,,,,,
2019,Maluku,DPD,,,,ENGELINA H. L. PATTIASINA,8,"23,515",,,,,,,
2019,Maluku,DPD,,,,EVERD HERMAN KERMITTE,9,"11,126",,,,,,,
2019,Maluku,DPD,,,,Drs. FREDERIK LATUMAHINA,10,"11,492",,,,,,,
2019,Maluku,DPD,,,,"Ir. HENDRIK KOEDOEBOEN, MM, M.SI, C.EIA",11,"18,245",,,,,,,
2019,Maluku,DPD,,,,"Dr. HERMANUS HATTU, SH, MH",12,"39,141",,,,,,,
2019,Maluku,DPD,,,,"Prof. Dr. JOHN PIERIS, SH, MS",13,"34,686",,,,,,,
2019,Maluku,DPD,,,,"Drs. JOHOZUA M. YOLTUWU, M.SI",14,"36,956",,,,,,,
2019,Maluku,DPD,,,,"JOSEPH SIKTEUBUN, S.SOS",15,"41,478",,,,,,,
2019,Maluku,DPD,,,,"LUTHFI SANAKY, SH, MH",16,"49,269",,,,,,,
2019,Maluku,DPD,,,,Ir. MASBANSA SANGADJI,17,"6,965",,,,,,,
2019,Maluku,DPD,,,,M. BARKAH PATTIMAHU,18,"16,993",,,,,,,
2019,Maluku,DPD,,,,"MIRATI DEWANINGSIH, ST",19,"62,135",1,,,,,,
2019,Maluku,DPD,,,,"MOHAMAD IKHSAN TUALEKA, S.IP, M.I.K",20,"8,794",,,,,,,
2019,Maluku,DPD,,,,"H. MOHAMAD SUHFI MAJID, ST, M.SI",21,"40,898",,,,,,,
2019,Maluku,DPD,,,,"Ir. MOH. ZIDIK SANGADJI, M.SI",22,"11,866",,,,,,,
2019,Maluku,DPD,,,,Ir. MUHAMAD YASIR KAISUKU,23,"7,021",,,,,,,
2019,Maluku,DPD,,,,"MUSYAFI RUMADAN, S.IP",24,"32,863",,,,,,,
2019,Maluku,DPD,,,,"Dr. NONO SAMPONO, M.SI",25,"60,934",1,,,,,,
2019,Maluku,DPD,,,,"NOVITA ANAKOTTA, SH, MH",26,"85,862",1,,,,,,
2019,Maluku,DPD,,,,"ONGKI ANAKODA, SH",27,"26,271",,,,,,,
2019,Maluku,DPD,,,,"RIZALDI LIMPAS, SH",28,"5,011",,,,,,,
2019,Maluku,DPD,,,,ZULKARNAIN AWAT AMIR,29,"43,245",,,,,,,
2019,Maluku Utara,DPD,"803,983","620,962","41,432",,,,,,,,,,
2019,Maluku Utara,DPD,,,,"ADE Hi. TAHER, S.A.P.",1,"7,600",,,,,,,
2019,Maluku Utara,DPD,,,,"BASRI DODO, S.H., M.H.",2,"10,846",,,,,,,
2019,Maluku Utara,DPD,,,,BURHAN ISMAIL,3,"31,728",,,,,,,
2019,Maluku Utara,DPD,,,,"CHAIDIR DJAFAR, S.E., M.Si.",4,"42,158",1,,,,,,
2019,Maluku Utara,DPD,,,,HASAN FADEL,5,"6,049",,,,,,,
2019,Maluku Utara,DPD,,,,"HUSAIN ALTING SJAH, S.E., M.M.",6,"140,316",1,,,,,,
2019,Maluku Utara,DPD,,,,"IKBAL Hi. DJABID, S.E., M.M.",7,"33,180",,,,,,,
2019,Maluku Utara,DPD,,,,"IMAM SISWANTO BOYRATAN, S.E.",8,"8,682",,,,,,,
2019,Maluku Utara,DPD,,,,"Pdt. JACOB MATHEIS SOSELISA, S.Th.",9,"26,705",,,,,,,
2019,Maluku Utara,DPD,,,,"MATHEUS STEFI PASIMANJEKU, S.H.",10,"36,461",,,,,,,
2019,Maluku Utara,DPD,,,,"MUH. WAJDI RAHMAN, S.I.P., M.Si.",11,"15,803",,,,,,,
2019,Maluku Utara,DPD,,,,"Ir. NAMTO ROBA, S.H.",12,"44,608",1,,,,,,
2019,Maluku Utara,DPD,,,,NOVERIUS AGUSTINUS BULANGO,13,"11,892",,,,,,,
2019,Maluku Utara,DPD,,,,"Hj. NURHAYATI AMIN, S.H., M.Si.",14,"9,153",,,,,,,
2019,Maluku Utara,DPD,,,,"RIEDNO GRAAL TALIAWO, S.Sos., M.Si.",15,"24,128",,,,,,,
2019,Maluku Utara,DPD,,,,"SAHRIN HAMID, S.H.",16,"26,262",,,,,,,
2019,Maluku Utara,DPD,,,,"Dr. SAIFUL AHMAD, M.Si.",17,"10,706",,,,,,,
2019,Maluku Utara,DPD,,,,"H. SALAHUDDIN ADRIAS, S.T., M.A.P.",18,"10,948",,,,,,,
2019,Maluku Utara,DPD,,,,"SARKA ELADJOUW, S.E.",19,"14,013",,,,,,,
2019,Maluku Utara,DPD,,,,Hj. SURIATI ARMAIYN,20,"40,998",1,,,,,,
2019,Maluku Utara,DPD,,,,"Ir. TJATUR SAPTO EDY, M.T.",21,"32,315",,,,,,,
2019,Maluku Utara,DPD,,,,"TONY PULO, S.H., M.H.",22,"14,391",,,,,,,
2019,Maluku Utara,DPD,,,,"YADI UTOKOY, S.H., M.H.",23,"7,247",,,,,,,
2019,Maluku Utara,DPD,,,,YULIANTY E. HASAN DOA,24,"14,773",,,,,,,
2019,Papua,DPD,"1,523,694","3,234,398","155,939",,,,,,,,,,
2019,Papua,DPD,,,,"CAREL S.P. SUEBU, SE",1,"121,232",,,,,,,
2019,Papua,DPD,,,,DAVIS KAMBUAYA,2,"130,653",,,,,,,
2019,Papua,DPD,,,,DAYANA,3,"70,966",,,,,,,
2019,Papua,DPD,,,,"HABELINO SAWAKI, SH., M.Si (HAN)",4,"127,838",,,,,,,
2019,Papua,DPD,,,,"HASBI SUAIB, ST., MH",5,"153,557",,,,,,,
2019,Papua,DPD,,,,HELINA MURIB,6,"391,237",1,,,,,,
2019,Papua,DPD,,,,LALITA,7,"52,724",,,,,,,
2019,Papua,DPD,,,,OTOPIANUS P. TEBAI,8,"425,159",1,,,,,,
2019,Papua,DPD,,,,"Drs. PAULUS YOHANES SUMINO, MM., OFS",9,"169,868",,,,,,,
2019,Papua,DPD,,,,"Pdt. RUBEN UAMANG, S.Th., MA",10,"228,058",1,,,,,,
2019,Papua,DPD,,,,"WILHELMUS ROLLO, SE",11,"97,031",,,,,,,
2019,Papua,DPD,,,,"YOHANIS D. REDA, ST., SH., MH",12,"141,956",,,,,,,
2019,Papua,DPD,,,,"YOHANNES FAJAR I. KAMBON, S.IP, M.DevPract",13,"161,239",,,,,,,
2019,Papua,DPD,,,,YORRYS RAWEYAI,14,"962,880",1,,,,,,
2019,Papua Barat,DPD,"742,291","593,807","53,735",,,,,,,,,,
2019,Papua Barat,DPD,,,,"ABDULLAH MANARAY, ST.",1,"66,949",,,,,,,
2019,Papua Barat,DPD,,,,"AMOS LUKAS WATORI, SH.",2,"21,017",,,,,,,
2019,Papua Barat,DPD,,,,"FILEP WAMAFMA, SH., M.Hum.",3,"83,174",1,,,,,,
2019,Papua Barat,DPD,,,,"JACOB ESAU KOMIGI, SH., MM.",4,"66,172",,,,,,,
2019,Papua Barat,DPD,,,,"KARIADI, SH., MH.",5,"30,790",,,,,,,
2019,Papua Barat,DPD,,,,"MAMBEROB YOSEPHUS RUMAKIEK, S.Si., M.Kesos.",6,"85,062",1,,,,,,
2019,Papua Barat,DPD,,,,"M. SANUSI RAHANINGMAS, S.Sos., M.MSip.",7,"70,323",1,,,,,,
2019,Papua Barat,DPD,,,,"SIRAJUDIN, SH.",8,"35,360",,,,,,,
2019,Papua Barat,DPD,,,,SOFIA MAIPAUW,9,"54,960",,,,,,,
2019,Papua Barat,DPD,,,,"YANCE SAMONSABRA, SH.",10,"80,000",1,,,,,,
2019,Kalimantan Utara,DPD,"450,108","320,527","36,298",,,,,,,,,,
2019,Kalimantan Utara,DPD,,,,"AHMAD KARTADI, A.Md.",1,"20,188",,,,,,,
2019,Kalimantan Utara,DPD,,,,"ALWAN SAPUTRA, S.Pi.",2,"14,567",,,,,,,
2019,Kalimantan Utara,DPD,,,,ASNI HAFID,3,"30,809",1,,,,,,
2019,Kalimantan Utara,DPD,,,,H. FADLAN HAMID,4,"15,944",,,,,,,
2019,Kalimantan Utara,DPD,,,,"FERNANDO SINAGA, S.Th.",5,"22,211",1,,,,,,
2019,Kalimantan Utara,DPD,,,,"HASAN BASRI, S.E.",6,"22,672",1,,,,,,
2019,Kalimantan Utara,DPD,,,,"HERU RACHMADY, S.H.",7,"6,820",,,,,,,
2019,Kalimantan Utara,DPD,,,,"HERWANSYAH, S.E.",8,"12,216",,,,,,,
2019,Kalimantan Utara,DPD,,,,JOKO SLAMET,9,"6,990",,,,,,,
2019,Kalimantan Utara,DPD,,,,"Dr. Drs. MARTHIN BILLA, M.M.",10,"58,372",1,,,,,,
2019,Kalimantan Utara,DPD,,,,MASHUR BIN MOHD ALIAS,11,"5,835",,,,,,,
2019,Kalimantan Utara,DPD,,,,MATHIUS SUKIDI,12,"7,370",,,,,,,
2019,Kalimantan Utara,DPD,,,,"Hj. MISDAWATI, S.H.",13,"10,035",,,,,,,
2019,Kalimantan Utara,DPD,,,,MUHAMMAD ISRA RAMLI,14,"4,457",,,,,,,
2019,Kalimantan Utara,DPD,,,,"H. MUHAMMAD ROZAI, S.I.P., M.A.P.",15,"1,603",,,,,,,
2019,Kalimantan Utara,DPD,,,,"MUKLIS, S.H.",16,"5,784",,,,,,,
2019,Kalimantan Utara,DPD,,,,"KH. MUSLIHUDDIN ABDURRASYID, LC., M.Pd.I.",17,"16,600",,,,,,,
2019,Kalimantan Utara,DPD,,,,Drs. H. NURSYAMSA HADIS,18,"5,357",,,,,,,
2019,Kalimantan Utara,DPD,,,,"Dr. PITHER PALUNGAN, S.E., M.Si.",19,"10,902",,,,,,,
2019,Kalimantan Utara,DPD,,,,"RICKY VALENTINO, S.Pt., M.IKom.",20,"11,681",,,,,,,
2019,Kalimantan Utara,DPD,,,,"RUMAN TUMBO, S.H.",21,"17,854",,,,,,,
2019,Kalimantan Utara,DPD,,,,"SUHARDJO, S.IP.",22,"9,380",,,,,,,
2019,Kalimantan Utara,DPD,,,,"ZAKARIA BASRAN, S.E., M.Si.",23,"2,880",,,,,,,
2019,Kepulauan Riau,DPD,"1,229,424","902,110","117,109",,,,,,,,,,
2019,Kepulauan Riau,DPD,,,,"ALFIN, S.TP., M.H.",1,"46,501",,,,,,,
2019,Kepulauan Riau,DPD,,,,H. DHARMA SETIAWAN,2,"105,370",1,,,,,,
2019,Kepulauan Riau,DPD,,,,HARDI SELAMAT HOOD,3,"91,475",,,,,,,
2019,Kepulauan Riau,DPD,,,,HARIPINTO TANUWIDJAJA,4,"102,942",1,,,,,,
2019,Kepulauan Riau,DPD,,,,"M. SYAHRIAL, S.E.",5,"52,141",,,,,,,
2019,Kepulauan Riau,DPD,,,,Ir. MUSTOFA WIDJAJA,6,"48,393",,,,,,,
2019,Kepulauan Riau,DPD,,,,RIA SAPTARIKA,7,"197,750",1,,,,,,
2019,Kepulauan Riau,DPD,,,,"Dr. RICHARD HAMONANGAN PASARIBU, B.Sc., M.Sc.",8,"102,107",1,,,,,,
2019,Kepulauan Riau,DPD,,,,"RIKI SYOLIHIN, S.Fil.I., M.Si.",9,"32,911",,,,,,,
2019,Kepulauan Riau,DPD,,,,"SABAR PANDAPOTAN HASIBUAN, S.T., M.Hum.",10,"18,586",,,,,,,
2019,Kepulauan Riau,DPD,,,,"H. SUKHRI FARIAL, S.H.",11,"30,478",,,,,,,
2019,Kepulauan Riau,DPD,,,,H. SURYA MAKMUR NASUTION,12,"73,456",,,,,,,
2019,Riau,DPD,"3,863,305","2,762,127","497,874",,,,,,,,,,
2019,Riau,DPD,,,,"Drs. H. ABDUL GAFAR USMAN, M.M",1,"135,705",,,,,,,
2019,Riau,DPD,,,,"AGUSTIAN RASMANTO, S.E., M.Si",2,"127,873",,,,,,,
2019,Riau,DPD,,,,"H. AKHYARUDDIN, S.E., M.Sc",3,"49,874",,,,,,,
2019,Riau,DPD,,,,"Dr. H. ASYARI NUR, S.H., M.M",4,"83,017",,,,,,,
2019,Riau,DPD,,,,"Dr. drh. H. CHAIDIR, M.M",5,"147,477",,,,,,,
2019,Riau,DPD,,,,EDI AHMAD RM,6,"49,711",,,,,,,
2019,Riau,DPD,,,,"EDWIN PRATAMA PUTRA, S.H",7,"263,039",1,,,,,,
2019,Riau,DPD,,,,"Dr. H. HERMAN GAZALI, S.H, S.E, M.B.A",8,"85,545",,,,,,,
2019,Riau,DPD,,,,"H. HERMAN NAZAR, S.H., M.Si",9,"87,843",,,,,,,
2019,Riau,DPD,,,,"INTSIAWATI AYUS, S.H, M.H",10,"351,181",1,,,,,,
2019,Riau,DPD,,,,"H. JAKIMAN SW, S.Pd., M.M",11,"32,889",,,,,,,
2019,Riau,DPD,,,,"JAMARIS. HS, S.H, M.H",12,"16,563",,,,,,,
2019,Riau,DPD,,,,"JEFRY NOER, S.H",13,"127,884",,,,,,,
2019,Riau,DPD,,,,"JUPRIZAL, S.Th.I, M.H",14,"151,419",,,,,,,
2019,Riau,DPD,,,,Ir. KHUDHRI JUNID,15,"42,174",,,,,,,
2019,Riau,DPD,,,,"Dr. MISHARTI, S.Ag, M.Si",16,"206,907",1,,,,,,
2019,Riau,DPD,,,,Drs. M. MUNIF,17,"44,736",,,,,,,
2019,Riau,DPD,,,,"H. MUHAMMAD GAZALI, Lc",18,"184,585",1,,,,,,
2019,Riau,DPD,,,,H. MUHAMMAD RIDWAN,19,"36,434",,,,,,,
2019,Riau,DPD,,,,"Dr. H. MUHAMMAD RIZAL AKBAR, S.Si, M.Phil",20,"51,892",,,,,,,
2019,Riau,DPD,,,,"H. M. YUSUF SAID, S.E, M.M",21,"81,700",,,,,,,
2019,Riau,DPD,,,,ROSTI ULI PURBA,22,"158,333",,,,,,,
2019,Riau,DPD,,,,SAHAT MARTIN PHILIP,23,"77,784",,,,,,,
2019,Riau,DPD,,,,"SAUT SIHALOHO, S.H",24,"43,061",,,,,,,
2019,Riau,DPD,,,,"H. SURADI, S.H",25,"65,619",,,,,,,
2019,Riau,DPD,,,,"Drs. WERKANIS AS, M.Pd",26,"22,603",,,,,,,
2019,Riau,DPD,,,,"H. ZAHIRMAN ZABIR, S.H., M.H",27,"36,279",,,,,,,
2019,Jambi,DPD,"2,475,655","1,680,321","427,357",,,,,,,,,,
2019,Jambi,DPD,,,,Drs. ABDUL HALIM,1,"56,712",,,,,,,
2019,Jambi,DPD,,,,"ABDUL MUTALIB, S.Ag., M.Pd.I",2,"42,073",,,,,,,
2019,Jambi,DPD,,,,H. ABU BAKAR JAMALIA,3,"128,545",,,,,,,
2019,Jambi,DPD,,,,AL MUSYAIYAT,4,"49,705",,,,,,,
2019,Jambi,DPD,,,,"H. AZHAR MULIA, S.E",5,"57,825",,,,,,,
2019,Jambi,DPD,,,,AZIM ANTONI NOREGA JAIS,6,"76,100",,,,,,,
2019,Jambi,DPD,,,,"Hj. DARYATI UTENG, S.E., M.M",7,"121,772",,,,,,,
2019,Jambi,DPD,,,,"Dra., Hj. ELVIANA, M.Si",8,"198,893",1,,,,,,
2019,Jambi,DPD,,,,"H. ERIC HASMA, S.E., M.M",9,"68,917",,,,,,,
2019,Jambi,DPD,,,,"IBNU KHOLDUN. S.H., M.H",10,"44,783",,,,,,,
2019,Jambi,DPD,,,,KEMUNING GILANG PERTIWI,11,0,,,,,,,
2019,Jambi,DPD,,,,"KHAIRUN A. RONI, S.E., M.M",12,"29,034",,,,,,,
2019,Jambi,DPD,,,,"M. HENDRI M. NUR, S.H",13,"12,247",,,,,,,
2019,Jambi,DPD,,,,"M. SUM INDRA, S.E., M.MSi",14,"156,896",1,,,,,,
2019,Jambi,DPD,,,,"H. M. SYUKUR, S.H., M.H",15,"233,614",1,,,,,,
2019,Jambi,DPD,,,,"MUSTHAFA LUTHFI, S.Ag., M.M",16,"39,079",,,,,,,
2019,Jambi,DPD,,,,"RIA MAYANG SARI, S.H., M.H",17,"241,365",1,,,,,,
2019,Jambi,DPD,,,,"H. SAIPUL AZWAR, S.Pt",18,"18,080",,,,,,,
2019,Jambi,DPD,,,,"SALMAH MAHIR ISHAK, S.E",19,"54,222",,,,,,,
2019,Jambi,DPD,,,,"YASIR, S.E., M.E",20,"17,556",,,,,,,
2019,Jambi,DPD,,,,"YUAN FANESYAH, S.T",21,"32,903",,,,,,,
2019,Sumatera Selatan,DPD,"5,877,575","4,057,443","843,182",,,,,,,,,,
2019,Sumatera Selatan,DPD,,,,ABDUL AZIZ,1,"202,782",,,,,,,
2019,Sumatera Selatan,DPD,,,,ABDUL AZIZ KAMIS,2,"109,425",,,,,,,
2019,Sumatera Selatan,DPD,,,,Ir. AHMAD DAILAMI,3,"67,899",,,,,,,
2019,Sumatera Selatan,DPD,,,,"AH. MANSUR, S.E., M.Pd.I",4,"173,356",,,,,,,
2019,Sumatera Selatan,DPD,,,,ALWI,5,"112,604",,,,,,,
2019,Sumatera Selatan,DPD,,,,"AMALIAH, S.KG",6,"342,098",1,,,,,,
2019,Sumatera Selatan,DPD,,,,"ARNIZA NILAWATI, S.E., M.M",7,"298,189",1,,,,,,
2019,Sumatera Selatan,DPD,,,,"Hj. ASMAWATI, S.E, M.M",8,"233,596",,,,,,,
2019,Sumatera Selatan,DPD,,,,CHARMA AFRIANTO,9,"36,465",,,,,,,
2019,Sumatera Selatan,DPD,,,,"H. DARWIN AZHAR, S.E., M.M",10,"56,346",,,,,,,
2019,Sumatera Selatan,DPD,,,,Hj. EVA SUSANTI,11,"344,143",1,,,,,,
2019,Sumatera Selatan,DPD,,,,"FARID NUMAIRY, S.I.P",12,"41,906",,,,,,,
2019,Sumatera Selatan,DPD,,,,"FEKRI JULIANSYAH, S.IP",13,"102,487",,,,,,,
2019,Sumatera Selatan,DPD,,,,"FIDYA YUSRI, S.I.Kom",14,"157,005",,,,,,,
2019,Sumatera Selatan,DPD,,,,"Dr. JANTO CHANDRA, S.H, M.Hum",15,"34,392",,,,,,,
2019,Sumatera Selatan,DPD,,,,JIALYKA MAHARANI,16,"337,954",1,,,,,,
2019,Sumatera Selatan,DPD,,,,Ir. KUSWARI MARZUK,17,"51,344",,,,,,,
2019,Sumatera Selatan,DPD,,,,"LESI HERTATI, S.E., Ak., M.Si. CA., CTA",18,"98,333",,,,,,,
2019,Sumatera Selatan,DPD,,,,Hj. LIES SHANTI GHASELA,19,"183,551",,,,,,,
2019,Sumatera Selatan,DPD,,,,"LIUS EKA BRAHMA SAPUTRA, S.H., M.Kn",20,"60,015",,,,,,,
2019,Sumatera Selatan,DPD,,,,"Ir. Hj. LUCIANTY, S.E.",21,"156,976",,,,,,,
2019,Sumatera Selatan,DPD,,,,"MASAYU ZURAIDAH, S.E",22,"37,704",,,,,,,
2019,Sumatera Selatan,DPD,,,,"MICHA CASSIOVIA, S.E",23,"20,847",,,,,,,
2019,Sumatera Selatan,DPD,,,,"MISIKA DASA HAFRIDA, S.H",24,"15,733",,,,,,,
2019,Sumatera Selatan,DPD,,,,"MUHAMMAD AMINUDDIN, S.H",25,"31,619",,,,,,,
2019,Sumatera Selatan,DPD,,,,"MUHAMMAD ARIF GUNAWAN, S.E., S.H., M.H",26,"49,286",,,,,,,
2019,Sumatera Selatan,DPD,,,,"Drs. H. MULYADI ADNAN, M.Si",27,"24,771",,,,,,,
2019,Sumatera Selatan,DPD,,,,"H. M. YUSUF MEKKI, S.Sos",28,"118,716",,,,,,,
2019,Sumatera Selatan,DPD,,,,"NANDRIANI OCTARINA, S.Psi., CHA",29,"191,319",,,,,,,
2019,Sumatera Selatan,DPD,,,,"SISKA MARLENI, S.E., M.Si",30,"112,701",,,,,,,
2019,Sumatera Selatan,DPD,,,,"H. TAUFIK RAHMAN, S.H",31,"81,078",,,,,,,
2019,Sumatera Selatan,DPD,,,,"YUDHA MAHROM DS, S.E., M.Si",32,"65,716",,,,,,,
2019,Sumatera Selatan,DPD,,,,"H. YUSWAR HIDAYATULLAH, S.IP., M.AP",33,"107,087",,,,,,,
2019,Sumatera Utara,DPD,"9,786,005","6,303,283","1,323,032",,,,,,,,,,
2019,Sumatera Utara,DPD,,,,"Dr. ABDUL HAKIM SIAGIAN, S.H., M.Hum",1," 418,659 ",,,,,,,
2019,Sumatera Utara,DPD,,,,"Prof. Dr. H. ALI YAKUB MATONDANG, M.A",2," 177,990 ",,,,,,,
2019,Sumatera Utara,DPD,,,,"Dr. BADIKENITA BR SITEPU, S.E., M.Si",3," 496,760 ",1,,,,,,
2019,Sumatera Utara,DPD,,,,"H. DADANG DARMAWAN PASARIBU, M.Si",4," 238,030 ",,,,,,,
2019,Sumatera Utara,DPD,,,,Prof. Dr. Ir. Hj DARMAYANTI LUBIS,5," 448,047 ",,,,,,,
2019,Sumatera Utara,DPD,,,,"H. DEDI ISKANDAR BATUBARA, S.Sos., S.H., M.SP",6," 790,346 ",1,,,,,,
2019,Sumatera Utara,DPD,,,,"H. FAISAL AMRI, S.Ag., M.Ag",7," 496,618 ",,,,,,,
2019,Sumatera Utara,DPD,,,,MARNIX SAHATA HUTABARAT,8," 104,499 ",,,,,,,
2019,Sumatera Utara,DPD,,,,M. NURSYAM,9," 203,704 ",,,,,,,
2019,Sumatera Utara,DPD,,,,"H. MUHAMMAD NUH, M.SP.",10," 518,926 ",1,,,,,,
2019,Sumatera Utara,DPD,,,,"PARLINDUNGAN PURBA, S.H., M.M.",11," 491,422 ",,,,,,,
2019,Sumatera Utara,DPD,,,,"RAIDIR SIGALINGGING, S.E",12," 60,404 ",,,,,,,
2019,Sumatera Utara,DPD,,,,"H. SOLAHUDDIN NASUTION, S.E., M.Si",13," 97,316 ",,,,,,,
2019,Sumatera Utara,DPD,,,,"Ustadz. H. SULTONI TRIKUSUMA, M.A.",14," 203,524 ",,,,,,,
2019,Sumatera Utara,DPD,,,,"SUTAN ERWIN SIHOMBING, A.Md., S.H.",15," 113,002 ",,,,,,,
2019,Sumatera Utara,DPD,,,,H. SYAMSUL HILAL,16," 46,818 ",,,,,,,
2019,Sumatera Utara,DPD,,,,Ir. TOLOPAN SILITONGA,17," 329,191 ",,,,,,,
