PDS,VN,ID,YR,MN,PROV,CAN,CAN_G,RV,VV,IVV,CV,SEATS
1,1,DPD,2019,February,JAWA BARAT,SYIFA HANANTA,Female,22786785,21556998,5848666,311102,0
1,1,DPD,2019,February,JAWA BARAT,"Dr. H. TATANG FARHANUL HAKIM, M.Pd.",Male,22786785,21556998,5848666,371336,0
1,1,DPD,2019,February,JAWA BARAT,Drs. Tb. ANIS ANGKAWIJAYA,Male,22786785,21556998,5848666,70991,0
1,1,DPD,2019,February,JAWA BARAT,"TIA MUTHIAH UMAR, S.Sos., M.Si.",Female,22786785,21556998,5848666,568824,0
1,1,DPD,2019,February,JAWA BARAT,"UDI, S.Ag.",Male,22786785,21556998,5848666,29412,0
1,1,DPD,2019,February,JAWA BARAT,Drs. K.H. YAYAN HASUNA HUDAYA,Male,22786785,21556998,5848666,43277,0
1,1,DPD,2019,February,JAWA BARAT,"H. YUSYUS KUSWANDANA, S.H., M.Si.",Male,22786785,21556998,5848666,56122,0
1,1,DPD,2019,February,JAWA BARAT,"Dr. H. ZULKARNAEN, S.H., M.H.",Male,22786785,21556998,5848666,123575,0
1,1,DPD,2019,February,JAWA BARAT,"H. HERI PURNAMA, M.Pd.I",Male,22786785,21556998,5848666,208376,0
1,1,DPD,2019,February,JAWA TENGAH,"ABDUL KHOLIK, SH., M.Si.",Male,13677715,16419199,5924935,1420065,1
1,1,DPD,2019,February,JAWA TENGAH,AGUS MUJAYANTO,Male,13677715,16419199,5924935,404107,0
1,1,DPD,2019,February,JAWA TENGAH,"Dr. H. BAMBANG SADONO, SH., MH.",Male,13677715,16419199,5924935,1254802,0
1,1,DPD,2019,February,JAWA TENGAH,"Ir. H. BAMBANG SUTRISNO, MM.",Male,13677715,16419199,5924935,1631351,1
1,1,DPD,2019,February,JAWA TENGAH,"BUDI YUWONO, SH.",Male,13677715,16419199,5924935,668816,0
1,1,DPD,2019,February,JAWA TENGAH,"CASYTHA A. KATHMANDU, SE.",Female,13677715,16419199,5924935,2080525,1
1,1,DPD,2019,February,JAWA TENGAH,"Dr. H. DARWITO, SE., MM.",Male,13677715,16419199,5924935,1015420,0
1,1,DPD,2019,February,JAWA TENGAH,"DENTY EKA WIDI PRATIWI, SE., MH.",Female,13677715,16419199,5924935,2347604,1
1,1,DPD,2019,February,JAWA TENGAH,G.K.R. AYU KOES INDRIYAH,Female,13677715,16419199,5924935,1041035,0
1,1,DPD,2019,February,JAWA TENGAH,"ISNAN AHMAD JUHARDANI, S.P.",Male,13677715,16419199,5924935,312392,0
1,1,DPD,2019,February,JAWA TENGAH,"Drs. H. JAMUN, M.Pd.I",Male,13677715,16419199,5924935,677045,0
1,1,DPD,2019,February,JAWA TENGAH,"Drs. JOKO J. PRIHATMOKO, M.Si.",Male,13677715,16419199,5924935,114492,0
1,1,DPD,2019,February,JAWA TENGAH,"KHOLISON, SH.",Male,13677715,16419199,5924935,314054,0
1,1,DPD,2019,February,JAWA TENGAH,Drs. M. ABDUL ROHIM,Male,13677715,16419199,5924935,605024,0
1,1,DPD,2019,February,JAWA TENGAH,"H. MUH MAHSUN, S.IP.",Male,13677715,16419199,5924935,249771,0
1,1,DPD,2019,February,JAWA TENGAH,"Drs. H. MUHTAR LUTFI, MM",Male,13677715,16419199,5924935,261371,0
1,1,DPD,2019,February,JAWA TENGAH,"MUJIBURROHMAN, S.S.",Male,13677715,16419199,5924935,87682,0
1,1,DPD,2019,February,JAWA TENGAH,"Dr. KH. MUQODDAM CHOLIL, MA.",Male,13677715,16419199,5924935,410529,0
1,1,DPD,2019,February,JAWA TENGAH,"H. NAIBUL UMAM EKO SAKTI, S.Ag., M.Si.",Male,13677715,16419199,5924935,418734,0
1,1,DPD,2019,February,JAWA TENGAH,"SOLEHIN, S.Pd, MM.",Male,13677715,16419199,5924935,315242,0
1,1,DPD,2014,April,JAWA TENGAH,Agus Mujiyanto,Male,20044535,14368417,5676118,598481,0
1,1,DPD,2014,April,JAWA TENGAH,"Drs. H. Ahmad Niam Syukri, M.Si. ",Male,20044535,14368417,5676118,582634,0
1,1,DPD,2014,April,JAWA TENGAH,"Ahsan Fauzi, S.Sos.I",Male,20044535,14368417,5676118,498585,0
1,1,DPD,2014,April,JAWA TENGAH,Drs. H. Akhmad Muqowam,Male,20044535,14368417,5676118,948673,1
1,1,DPD,2014,April,JAWA TENGAH,"Bagyono, ST",Male,20044535,14368417,5676118,410286,0
1,1,DPD,2014,April,JAWA TENGAH,"Dr. H. Bambang Sadono, S.H., M.H.",Male,20044535,14368417,5676118,1235682,1
1,1,DPD,2014,April,JAWA TENGAH,"Hj. Denty Eka Widi Oratiwi, S.E., M.H.",Female,20044535,14368417,5676118,1901163,1
1,1,DPD,2014,April,JAWA TENGAH,G.K.R. Ayu Koes Indriyah ,Female,20044535,14368417,5676118,908036,0
1,1,DPD,2014,April,JAWA TENGAH,"Dra. Hj. H.R. Utami, M.Hum.",Female,20044535,14368417,5676118,417953,0
1,1,DPD,2014,April,JAWA TENGAH,"Drs. H. Hendro Martojo, M.M.",Male,20044535,14368417,5676118,436999,0
1,1,DPD,2014,April,JAWA TENGAH,Heriyanto,Male,20044535,14368417,5676118,215331,0
1,1,DPD,2014,April,JAWA TENGAH,"Drs. H. Humam Sabroni, M.Si",Male,20044535,14368417,5676118,183226,0
1,1,DPD,2014,April,JAWA TENGAH,"Ika Trisna Mulyaningsih, S.T.",Female,20044535,14368417,5676118,168482,0
1,1,DPD,2014,April,JAWA TENGAH,"H. Iskandar, S.Ag., M.Si.",Male,20044535,14368417,5676118,102548,0
1,1,DPD,2014,April,JAWA TENGAH,Drs. Jabir,Male,20044535,14368417,5676118,188406,0
1,1,DPD,2014,April,JAWA TENGAH,"Khizanaturrohmah, S.Ag.",Female,20044535,14368417,5676118,371272,0
1,1,DPD,2014,April,JAWA TENGAH,"Kundari, S.E.",Female,20044535,14368417,5676118,560447,0
1,1,DPD,2014,April,JAWA TENGAH,"Ir. Kunto Endriyono, M.M.",Male,20044535,14368417,5676118,130481,0
1,1,DPD,2014,April,JAWA TENGAH,Mayjen (Purn.) Drs. H. Kurdi Mustofa,Male,20044535,14368417,5676118,689956,0
1,1,DPD,2014,April,JAWA TENGAH,"Muhammad Al Habsy, S.Pd",Male,20044535,14368417,5676118,404763,0
1,1,DPD,2014,April,JAWA TENGAH,Poppy Dharsono,Female,20044535,14368417,5676118,487366,0
1,1,DPD,2014,April,JAWA TENGAH,R. Sukarno Winarto,Male,20044535,14368417,5676118,92144,0
1,1,DPD,2014,April,JAWA TENGAH,"Hj. Siti Azzah, S.Sos.",Female,20044535,14368417,5676118,385434,0
1,1,DPD,2014,April,JAWA TENGAH,Ir. H. Soeharsojo,Male,20044535,14368417,5676118,127145,0
1,1,DPD,2014,April,JAWA TENGAH,"Drs. St. Sukirno, M.S.",Male,20044535,14368417,5676118,133835,0
1,1,DPD,2014,April,JAWA TENGAH,"H. Sudir Santoso, S.H.",Male,20044535,14368417,5676118,,0
1,1,DPD,2014,April,JAWA TENGAH,"Dr. H. Sulistiyo, M.Pd.",Male,20044535,14368417,5676118,1246129,1
1,1,DPD,2014,April,JAWA TENGAH,Drs. K.P.H. Sumaryoto Padmodiningrat,Male,20044535,14368417,5676118,156877,0
1,1,DPD,2014,April,JAWA TENGAH,"Suro Jogo PBSH, S.E.",Male,20044535,14368417,5676118,426954,0
1,1,DPD,2014,April,JAWA TENGAH,Tjahjadi Takariawan,Male,20044535,14368417,5676118,20082,0
1,1,DPD,2014,April,JAWA TENGAH,Toto Dirgantoro,Male,20044535,14368417,5676118,98192,0
1,1,DPD,2014,April,JAWA TENGAH,Wakil Maghfur,Male,20044535,14368417,5676118,60117,0
1,1,DPD,2019,February,JAWA TIMUR,A. AGUS PATMINTO,Male,15394407,19030033,6426310,999208,0
1,1,DPD,2019,February,JAWA TIMUR,Ir. H. AA LA NYALLA MAHMUD MATTALITTI,Male,15394407,19030033,6426310,2267058,1
1,1,DPD,2019,February,JAWA TIMUR,"ABDUL QADIR AMIR HARTONO, S.E., S.H., M.H",Male,15394407,19030033,6426310,1103765,0
1,1,DPD,2019,February,JAWA TIMUR,"ACHMAD NURUL ILMI, S.H",Male,15394407,19030033,6426310,1018303,0
1,1,DPD,2019,February,JAWA TIMUR,"ACHMAD RUSYAD MANFALUTI, S.Ag., M.Si",Male,15394407,19030033,6426310,376024,0
1,1,DPD,2019,February,JAWA TIMUR,ADILLA AZIS,Female,15394407,19030033,6426310,1322755,1
1,1,DPD,2019,February,JAWA TIMUR,"H. AHMAD NAWARDI, S.Ag",Male,15394407,19030033,6426310,1414478,1
1,1,DPD,2019,February,JAWA TIMUR,"Ir. H. ALFA ISNAENI, M.Si",Male,15394407,19030033,6426310,768671,0
1,1,DPD,2019,February,JAWA TIMUR,"ANDI YUWONO, S.Sos., M.Si",Male,15394407,19030033,6426310,243264,0
1,1,DPD,2019,February,JAWA TIMUR,"A SYAIFUL ISMAIL, S.H., M.H",Male,15394407,19030033,6426310,1204544,0
1,1,DPD,2019,February,JAWA TIMUR,ENRICO WHENRY RIZKY TAMBUNAN,Male,15394407,19030033,6426310,623845,0
1,1,DPD,2019,February,JAWA TIMUR,EVI ZAINAL ABIDIN,Female,15394407,19030033,6426310,2416663,1
1,1,DPD,2019,February,JAWA TIMUR,"FAIROUZ HUDA, S.Sos",Male,15394407,19030033,6426310,123924,0
1,1,DPD,2019,February,JAWA TIMUR,"FATIHUL FAIZUN, S.Sos",Male,15394407,19030033,6426310,204902,0
1,1,DPD,2019,February,JAWA TIMUR,"Dra. Hj. HARBIAH SALAHUDDIN, M.Si",Female,15394407,19030033,6426310,830695,0
1,1,DPD,2019,February,JAWA TIMUR,"IMAM KHODRI TF, S.S., M.Th.I",Male,15394407,19030033,6426310,323266,0
1,1,DPD,2019,February,JAWA TIMUR,"MASHUDI, S.T.P",Male,15394407,19030033,6426310,230306,0
1,1,DPD,2019,February,JAWA TIMUR,"MISBAHUL MUNIR, M.Ag",Male,15394407,19030033,6426310,441777,0
1,1,DPD,2019,February,JAWA TIMUR,"MOHAMMAD TRIJANTO, S.H",Male,15394407,19030033,6426310,244039,0
1,1,DPD,2019,February,JAWA TIMUR,"MUHAMAD KODERI HW, M.T",Male,15394407,19030033,6426310,227265,0
1,1,DPD,2019,February,JAWA TIMUR,"H. NADJIB HAMID, M.Si",Male,15394407,19030033,6426310,1007775,0
1,1,DPD,2019,February,JAWA TIMUR,H. PUDJO BASUKI,Male,15394407,19030033,6426310,171177,0
1,1,DPD,2019,February,JAWA TIMUR,PURWO ALI,Male,15394407,19030033,6426310,74355,0
1,1,DPD,2019,February,JAWA TIMUR,"Dr. H. RPA. MUJAHID ANSORI, M.Si",Male,15394407,19030033,6426310,383244,0
1,1,DPD,2019,February,JAWA TIMUR,"H. SONHADJI ZAINUDIN, S.E., M.M",Male,15394407,19030033,6426310,10534,0
1,1,DPD,2019,February,JAWA TIMUR,Ir.H. SUHANDOYO SP,Male,15394407,19030033,6426310,559451,0
1,1,DPD,2019,February,JAWA TIMUR,"H. SUPRIASTO, S.H., M.H",Male,15394407,19030033,6426310,17406,0
1,1,DPD,2019,February,JAWA TIMUR,ZAIFUL ANAM,Male,15394407,19030033,6426310,169879,0
1,1,DPD,2014,April,JAWA TIMUR,"Drs. H. A. BUDIONO, M.Ed.",,11123905,8152689,2971216,871422,1
1,1,DPD,2014,April,JAWA TIMUR,"Drs. H. A. MUHAIMIN, M.T.",,11123905,8152689,2971216,719741,0
1,1,DPD,2014,April,JAWA TIMUR,ABDUL DJALIL LTC,,11123905,8152689,2971216,661537,0
1,1,DPD,2014,April,JAWA TIMUR,"ABDUL QADIR AMIR HARTONO, S.E., S.H., M.H.",,11123905,8152689,2971216,917275,1
1,1,DPD,2014,April,JAWA TIMUR,"Drs, H. ABDUL SUDARSONO",,11123905,8152689,2971216,576253,0
1,1,DPD,2014,April,JAWA TIMUR,"H. ACHMAD SOEDJA'I, S.H., M.M.",,11123905,8152689,2971216,704259,0
1,1,DPD,2014,April,JAWA TIMUR,AGUS PATMINTO,,11123905,8152689,2971216,751953,0
1,1,DPD,2014,April,JAWA TIMUR,"H. AHMAD NAWARDI, S.Ag.",,11123905,8152689,2971216,898647,1
1,1,DPD,2014,April,JAWA TIMUR,AINUL YAKIN,,11123905,8152689,2971216,418824,0
1,1,DPD,2014,April,JAWA TIMUR,AKHMAD TAUFIQ,,11123905,8152689,2971216,398056,0
1,1,DPD,2014,April,JAWA TIMUR,ALI ASSEGAF,,11123905,8152689,2971216,397597,0
1,1,DPD,2014,April,JAWA TIMUR,ALI WAHDIN,,11123905,8152689,2971216,311236,0
1,1,DPD,2014,April,JAWA TIMUR,ANDI AHMAD SETYOBUDI,,11123905,8152689,2971216,112701,0
1,1,DPD,2014,April,JAWA TIMUR,"BAMBANG J. PRAMONO, S.Si.",,11123905,8152689,2971216,152178,0
1,1,DPD,2014,April,JAWA TIMUR,"HJ. CHOFSOH WAHYUNI, S.Pd., M.Si.",,11123905,8152689,2971216,230512,0
1,1,DPD,2014,April,JAWA TIMUR,DESEMBA SAGITA ALEXSANDRA NT,,11123905,8152689,2971216,1352,0
1,1,DPD,2014,April,JAWA TIMUR,"DWI ASTUTIK, S.Ag., M.Si.",,11123905,8152689,2971216,838996,0
1,1,DPD,2014,April,JAWA TIMUR,Hj. EMILIA CONTESSA,,11123905,8152689,2971216,1660542,1
1,1,DPD,2014,April,JAWA TIMUR,Dr. H.M. MARKUM SINGODIMEDJO,,11123905,8152689,2971216,659087,0
1,1,DPD,2014,April,JAWA TIMUR,"IMAM MUL HUDA, S.H ",,11123905,8152689,2971216,78418,0
1,1,DPD,2014,April,JAWA TIMUR,IMAM SUPENO,,11123905,8152689,2971216,412016,0
1,1,DPD,2014,April,JAWA TIMUR,"Prof. Dr. Dra. Hj. Istibsjaroh., B.A., S.H., M.A",,11123905,8152689,2971216,37971,0
1,1,DPD,2014,April,JAWA TIMUR,"KHODIJATUL QODRIYAH S.Ag., M.M. PUB, M.Si. ",,11123905,8152689,2971216,765397,0
1,1,DPD,2014,April,JAWA TIMUR,"KH. M. HASIB WAHAB CHASBULLAH, S.I.P. ",,11123905,8152689,2971216,47307,0
1,1,DPD,2014,April,JAWA TIMUR,Dr. MARDJITO GISAN ATMOJO,,11123905,8152689,2971216,260702,0
1,1,DPD,2014,April,JAWA TIMUR,"Drs. H. MASHURI, M.Si.",,11123905,8152689,2971216,345894,0
1,1,DPD,2014,April,JAWA TIMUR,MEI EKO RUSIANTO,,11123905,8152689,2971216,34709,0
1,1,DPD,2014,April,JAWA TIMUR,"H. MOCH. HAMZAH, S.T., M.M.",,11123905,8152689,2971216,253351,0
1,1,DPD,2014,April,JAWA TIMUR,Drs. MOH. SHALEH,,11123905,8152689,2971216,182819,0
1,1,DPD,2014,April,JAWA TIMUR,"MUHAMMAD AGUS MUSLIM, S.H. ",,11123905,8152689,2971216,78605,0
1,1,DPD,2014,April,JAWA TIMUR,NURSIO,,11123905,8152689,2971216,45698,0
1,1,DPD,2014,April,JAWA TIMUR,"R. MOERDJOKO, S.Pd.",,11123905,8152689,2971216,103649,0
1,1,DPD,2014,April,JAWA TIMUR,"SITI AMINAH, S.E., M.M.",,11123905,8152689,2971216,22002,0
1,1,DPD,2014,April,JAWA TIMUR,"SUBHAN, S.Pd.",,11123905,8152689,2971216,345127,0
1,1,DPD,2014,April,JAWA TIMUR,TITIN SUDARWATI,,11123905,8152689,2971216,86187,0
1,1,DPD,2014,April,JAWA TIMUR,"WARSONO, S.H.",,11123905,8152689,2971216,35483,0
1,1,DPD,2014,April,JAWA TIMUR,"WASIS SISWOYO, S.H.",,11123905,8152689,2971216,50707,0
1,1,DPD,2014,April,JAWA TIMUR,"WASONO NUGROHOHADI, S.H., M.H. ",,11123905,8152689,2971216,44386,0
1,1,DPD,2014,April,JAWA TIMUR,YULYANI,,11123905,8152689,2971216,279023,0
1,1,DPD,2014,April,JAWA TIMUR,HJ. ZUHARIAH,,11123905,8152689,2971216,343524,0
1,1,DPD,2019,February,KALIMANTAN BARAT,ABDUL FAZRI,Male,3687159,2648738,374659,125051,0
1,1,DPD,2019,February,KALIMANTAN BARAT,Drs. H. ABDUL RAHMI,Male,3687159,2648738,374659,109601,0
1,1,DPD,2019,February,KALIMANTAN BARAT,"H. AMRI KALAM, S.H., M.H.",Male,3687159,2648738,374659,208828,0
1,1,DPD,2019,February,KALIMANTAN BARAT,"BENI SULASTIYO, S.E",Male,3687159,2648738,374659,143514,0
1,1,DPD,2019,February,KALIMANTAN BARAT,"Drs. CHRISTIANDY SANJAYA, S.E., M.M",Female,3687159,2648738,374659,406304,1
1,1,DPD,2019,February,KALIMANTAN BARAT,"ERLINAWATI, S.H., M.AP",Female,3687159,2648738,374659,259058,1
1,1,DPD,2019,February,KALIMANTAN BARAT,"GLORIO SANEN, S.H.",Male,3687159,2648738,374659,116927,0
1,1,DPD,2019,February,KALIMANTAN BARAT,dr. IKKE WISAKSONO,Male,3687159,2648738,374659,56168,0
1,1,DPD,2019,February,KALIMANTAN BARAT,"JOSEPH ODILLO OENDOEN, S.Sn",Male,3687159,2648738,374659,97866,0
1,1,DPD,2019,February,KALIMANTAN BARAT,"Dr. KHALILAH, M.Pd.",Female,3687159,2648738,374659,82139,0
1,1,DPD,2019,February,KALIMANTAN BARAT,"MARIA GORETI, S.Sos., M.Si.",Female,3687159,2648738,374659,287341,1
1,1,DPD,2019,February,KALIMANTAN BARAT,Drs. H. M. SURONTO,Male,3687159,2648738,374659,29519,0
1,1,DPD,2019,February,KALIMANTAN BARAT,"MUHAMMAD ISA, S.Pd.",Male,3687159,2648738,374659,42351,0
1,1,DPD,2019,February,KALIMANTAN BARAT,MUHAMMAD SALEH,Male,3687159,2648738,374659,48734,0
1,1,DPD,2019,February,KALIMANTAN BARAT,MUJILASTUTI,Female,3687159,2648738,374659,107932,0
1,1,DPD,2019,February,KALIMANTAN BARAT,"N. CH. SAIYAN, S.H., M.H.",Male,3687159,2648738,374659,64768,0
1,1,DPD,2019,February,KALIMANTAN BARAT,"Hj. RUBAETI ERLITA, S.Sos.I., S.H",Female,3687159,2648738,374659,113941,0
1,1,DPD,2019,February,KALIMANTAN BARAT,"Prof. Dr. H. SAMION AR, M.Pd.",Male,3687159,2648738,374659,96657,0
1,1,DPD,2019,February,KALIMANTAN BARAT,H. SUKIRYANTO,Male,3687159,2648738,374659,220937,1
1,1,DPD,2019,February,KALIMANTAN BARAT,"YUDI ALDIYANSYAH, S.E.",Male,3687159,2648738,374659,31102,0
1,1,DPD,2014,April,KALIMANTAN BARAT, Drs. H. Abdul Rahmi,Male,2718468,2328240,390228,185625,1
1,1,DPD,2014,April,KALIMANTAN BARAT,H. Agus Hendro Prayitno,Male,2718468,2328240,390228,74644,0
1,1,DPD,2014,April,KALIMANTAN BARAT,"Drs. Agustinus Clarus, M.Si",Male,2718468,2328240,390228,61889,0
1,1,DPD,2014,April,KALIMANTAN BARAT,"Aminudin Arianto, S.Pd., M.Si",Male,2718468,2328240,390228,101612,0
1,1,DPD,2014,April,KALIMANTAN BARAT,Pdt. Drs. B. Moses Siong,Male,2718468,2328240,390228,,0
1,1,DPD,2014,April,KALIMANTAN BARAT,"Pdt. Barnabas Simin, M.Pd.K",Male,2718468,2328240,390228,84008,0
1,1,DPD,2014,April,KALIMANTAN BARAT,Dra. Hj. Dewi Munawar,Female,2718468,2328240,390228,64597,0
1,1,DPD,2014,April,KALIMANTAN BARAT,Doni Prasetya Satriadi,Male,2718468,2328240,390228,683,0
1,1,DPD,2014,April,KALIMANTAN BARAT,F.X. Trides Mecer,Male,2718468,2328240,390228,61813,0
1,1,DPD,2014,April,KALIMANTAN BARAT,"Hj. Hairiah, S.H., M.H.",Female,2718468,2328240,390228,131492,0
1,1,DPD,2014,April,KALIMANTAN BARAT,Hendra Nurdiansyah,Male,2718468,2328240,390228,19535,0
1,1,DPD,2014,April,KALIMANTAN BARAT,Ir. Hizas Abd. Hamid,Male,2718468,2328240,390228,16991,0
1,1,DPD,2014,April,KALIMANTAN BARAT,Imam Muhadi,Male,2718468,2328240,390228,33592,0
1,1,DPD,2014,April,KALIMANTAN BARAT,"Indra Noviansyah, S.E.",Male,2718468,2328240,390228,78392,0
1,1,DPD,2014,April,KALIMANTAN BARAT,H. Ishaq Saleh,Male,2718468,2328240,390228,58262,0
1,1,DPD,2014,April,KALIMANTAN BARAT,"Drs. Jacobus Luna, M.Si",Male,2718468,2328240,390228,67815,0
1,1,DPD,2014,April,KALIMANTAN BARAT,Klemen Apui,Male,2718468,2328240,390228,72405,0
1,1,DPD,2014,April,KALIMANTAN BARAT,"Ev. Lawadi Nusah, S.Pd.K.",Male,2718468,2328240,390228,12309,0
1,1,DPD,2014,April,KALIMANTAN BARAT,"M.Musa Surin, S.H., M.H.",Male,2718468,2328240,390228,11583,0
1,1,DPD,2014,April,KALIMANTAN BARAT,"M. Tamsil Sjoekoer, S.H.",Male,2718468,2328240,390228,4681,0
1,1,DPD,2014,April,KALIMANTAN BARAT,"Maria Goreti, S.Sos., M.Si.",Female,2718468,2328240,390228,246329,1
1,1,DPD,2014,April,KALIMANTAN BARAT,"Nagian Imawan, S.Sos",Male,2718468,2328240,390228,83039,0
1,1,DPD,2014,April,KALIMANTAN BARAT,Nobertus Rocki Susanto,Male,2718468,2328240,390228,7683,0
1,1,DPD,2014,April,KALIMANTAN BARAT,Oesman Sapta,Male,2718468,2328240,390228,188528,1
1,1,DPD,2014,April,KALIMANTAN BARAT,"Drs. P. E. Chunoi, M.Pd.",Male,2718468,2328240,390228,7382,0
1,1,DPD,2014,April,KALIMANTAN BARAT,"Petrus SA, S.H.",Male,2718468,2328240,390228,69906,0
1,1,DPD,2014,April,KALIMANTAN BARAT,"Hj. Rubaeti Erlita, S.Sos.I, S.H. ",Female,2718468,2328240,390228,139856,1
1,1,DPD,2014,April,KALIMANTAN BARAT,"Sakpin Prokhorus, S.Th., M.Pd.K. ",Male,2718468,2328240,390228,22936,0
1,1,DPD,2014,April,KALIMANTAN BARAT,Drs. Syafi'i,Male,2718468,2328240,390228,13082,0
1,1,DPD,2014,April,KALIMANTAN BARAT,"Syafrial Nur, S.H., M.Pd.",Male,2718468,2328240,390228,17537,0
1,1,DPD,2014,April,KALIMANTAN BARAT,Drs. Uray Usman Saidi. AS,Male,2718468,2328240,390228,47046,0
1,1,DPD,2014,April,KALIMANTAN BARAT,"Usmandy S. S.Sos., M.Si.",Male,2718468,2328240,390228,3513,0
1,1,DPD,2014,April,KALIMANTAN BARAT,Drs. Yakobus Kumis,Male,2718468,2328240,390228,53519,0
1,1,DPD,2014,April,KALIMANTAN BARAT,"Zakaria, S.H.",Male,2718468,2328240,390228,9008,0
1,1,DPD,2019,February,KALIMANTAN SELATAN,"Ir. H. ADHARIANI, S.H., M.H.",Male,2869166,1923164,447305,116458,0
1,1,DPD,2019,February,KALIMANTAN SELATAN,"AGUSTIN NUR MARTINA PUTRI, S.H., M.H.",Female,2869166,1923164,447305,163542,0
1,1,DPD,2019,February,KALIMANTAN SELATAN,"ANTUNG FATMAWATI, S.T.",Female,2869166,1923164,447305,97208,0
1,1,DPD,2019,February,KALIMANTAN SELATAN,"H. GUSTI FARID HASAN AMAN, S.E., Akt., M.B.A.",Female,2869166,1923164,447305,317661,1
1,1,DPD,2019,February,KALIMANTAN SELATAN,"HABIB ABDURRAHMAN BAHASYIM, S.E., M.M.",Male,2869166,1923164,447305,394026,1
1,1,DPD,2019,February,KALIMANTAN SELATAN,"HABIB HAMID ABDULLAH, S.H., M.H.",Male,2869166,1923164,447305,231192,1
1,1,DPD,2019,February,KALIMANTAN SELATAN,HABIB ZAKARIA BAHASYIM,Male,2869166,1923164,447305,249982,1
1,1,DPD,2019,February,KALIMANTAN SELATAN,"H. HESLY JUNIANTO, S.H., M.H",Male,2869166,1923164,447305,78716,0
1,1,DPD,2019,February,KALIMANTAN SELATAN,H.SAMSANI,Male,2869166,1923164,447305,59635,0
1,1,DPD,2019,February,KALIMANTAN SELATAN,"Drs. H. MOHAMMAD SOFWAT HADI, S.H.",Male,2869166,1923164,447305,75869,0
1,1,DPD,2019,February,KALIMANTAN SELATAN,"H. M.SURIANI SHIDDIQ, S.Ag., M.Si.",Male,2869166,1923164,447305,26983,0
1,1,DPD,2019,February,KALIMANTAN SELATAN,MUHAMMAD AUNUL HADI IDHAM CHALID,Male,2869166,1923164,447305,6538,0
1,1,DPD,2019,February,KALIMANTAN SELATAN,MUH.IHSANUDIN,Male,2869166,1923164,447305,26193,0
1,1,DPD,2019,February,KALIMANTAN SELATAN,"Ir. SOEGENG SOESANTO, M.Si.",Male,2869166,1923164,447305,20319,0
1,1,DPD,2014,April,KALIMANTAN SELATAN,"Drs. Abdussani, M.I.Kom",Male,2110594,1684392,426202,10146,0
1,1,DPD,2014,April,KALIMANTAN SELATAN,Achmad Husaini,Male,2110594,1684392,426202,87993,0
1,1,DPD,2014,April,KALIMANTAN SELATAN,Ir. Anang Rosadi Adenansi,Male,2110594,1684392,426202,6877,0
1,1,DPD,2014,April,KALIMANTAN SELATAN,"Antung Fatmawati, S.T.",Female,2110594,1684392,426202,105972,1
1,1,DPD,2014,April,KALIMANTAN SELATAN,"Berry Nahdian Forqan, S.P., M.S. ",Male,2110594,1684392,426202,72197,0
1,1,DPD,2014,April,KALIMANTAN SELATAN,"H. Gusti Farid Hasan Aman, S.E., Akt., M.B.A",Male,2110594,1684392,426202,319413,1
1,1,DPD,2014,April,KALIMANTAN SELATAN,Habib Abdurrahman Bahasyim,Male,2110594,1684392,426202,2684,1
1,1,DPD,2014,April,KALIMANTAN SELATAN,"Habib Hamid Abdullah, S.H., M.H",Male,2110594,1684392,426202,239945,1
1,1,DPD,2014,April,KALIMANTAN SELATAN,"H. M. Husaini Aliman, S.E., M.M",Male,2110594,1684392,426202,74699,0
1,1,DPD,2014,April,KALIMANTAN SELATAN,"Drs. H. M. Sofwat Hadi, S.H",Male,2110594,1684392,426202,105864,0
1,1,DPD,2014,April,KALIMANTAN SELATAN,"H. M. Suriani Shiddiq, S.Ag., M.Si",Male,2110594,1684392,426202,35806,0
1,1,DPD,2014,April,KALIMANTAN SELATAN,Drs. H. Mansyah Sabri,Male,2110594,1684392,426202,48227,0
1,1,DPD,2014,April,KALIMANTAN SELATAN,"Drs. H. Masderiansyah, M.Si",Male,2110594,1684392,426202,1363,0
1,1,DPD,2014,April,KALIMANTAN SELATAN,Kol. Inf. (Purn.) Nasib Alamsyah,Male,2110594,1684392,426202,38788,0
1,1,DPD,2014,April,KALIMANTAN SELATAN,Drs. H. Sumiadi Burhan,Male,2110594,1684392,426202,11856,0
1,1,DPD,2014,April,KALIMANTAN SELATAN,"Dra. Titien Agustina, M.Si",Female,2110594,1684392,426202,21656,0
1,1,DPD,2014,April,KALIMANTAN SELATAN,"Yuria Wati Zai Rose, S.E",Female,2110594,1684392,426202,69716,0
1,1,DPD,2019,February,KALIMANTAN TENGAH,"ABDUL HAFID, S.Pi.",Male,1753224,1174827,21065,38366,0
1,1,DPD,2019,February,KALIMANTAN TENGAH,"Dr. AGUSTIN TERAS NARANG, S.H.",Male,1753224,1174827,21065,349351,1
1,1,DPD,2019,February,KALIMANTAN TENGAH,"H. AMANTO SURYA LANGKA, Lc.",Male,1753224,1174827,21065,40831,0
1,1,DPD,2019,February,KALIMANTAN TENGAH,"H. ASRANI, S.E., S.H.",Male,1753224,1174827,21065,36418,0
1,1,DPD,2019,February,KALIMANTAN TENGAH,"H. BAMBANG SURYADI, S.E., M.Si.",Male,1753224,1174827,21065,17645,0
1,1,DPD,2019,February,KALIMANTAN TENGAH,"Drs. FERLY H. SANGEN, M.Si.",Male,1753224,1174827,21065,16018,0
